serial_number;product_model;purchase_date;registration_date;country;source_note
121411;MeoStar B1 10x42 HD;2012-06-11;2012-06-30;United states;MSO USA
121210;MeoStar B1 10x42 HD;2012-06-22;2012-06-29;Canada;MSO USA
R1109664;MeoStar R1 1-4x22 RD;2012-06-30;2012-07-01;United states;MSO USA
102066;MeoStar B1 10x42;2012-06-15;2012-06-26;United states;MSO USA
R0999841;MeoPro 3-9x42;2012-02-09;2012-07-02;United states;MSO USA
R1109693;MeoStar R1 3-10x50;2012-06-12;2012-07-02;United states;MSO USA
R1201368;MeoStar R1 3-12x56;2012-06-25;2012-06-27;;MSO USA
110123;MeoStar B1 10x42;2012-05-14;2012-07-02;United states;MSO USA
R1109993;ZD 1-4x22 RD;2012-05-22;2012-07-02;United states;MSO USA
R1118159;MeoStar R1 3-12x56 RD;2012-02-15;2012-07-03;United states;MSO USA
R1109993;ZD 1-4x22 RD;2012-05-22;2012-07-03;United states;MSO USA
R1114230;MeoStar R1 3-12x56 RD;2012-02-17;2012-07-03;United states;MSO USA
129058;MeoStar B1 10x42 HD;2012-06-16;2012-07-05;United states;MSO USA
123172;MeoPro 3-9x42;2012-06-26;2012-07-08;United states;MSO USA
110825;MeoPro 8x42;2011-10-18;2012-07-09;United states;MSO USA
R0730317;MeoStar R1 1-4x22 RD;2012-06-05;2012-07-09;United states;MSO USA
112681;MeoPro 4-12x50;2012-07-09;2012-07-10;United states;MSO USA
121184;MeoStar B1 10x42 HD;2012-06-25;2012-07-10;United states;MSO USA
524370;MeoPro 3-9x42;2012-07-09;2012-07-12;United states;MSO USA
R1201659;MeoStar R1 3-12x56 RD;2012-05-11;2012-07-12;United states;MSO USA
113021;MeoPro 3-9x42;2012-07-02;2012-07-14;United states;MSO USA
113021;MeoPro 3-9x42;2012-07-02;2012-07-14;United states;MSO USA
R1115844;MeoStar R1 1.5-6x42 RD;2011-10-20;2012-07-18;United states;MSO USA
110479;MeoStar B1 8x32;2012-07-10;2012-07-20;United states;MSO USA
N112120;MeoPro 3-9x42;2012-07-12;2012-07-20;United states;MSO USA
L101212;MeoPro 3-9x42;2012-07-20;2012-07-20;United states;MSO USA
R0817941;MeoStar R1 4-12x40;2012-07-21;2012-07-22;United states;MSO USA
L111572;MeoPro 3-9x42;2012-06-23;2012-07-23;United states;MSO USA
L111808;MeoPro 3-9x42;2012-07-02;2012-07-24;United states;MSO USA
L111663;MeoPro 3-9x42;2012-07-10;2012-07-24;United states;MSO USA
C121242;MeoPro 10x42;2012-07-18;2012-07-24;United states;MSO USA
P111960;MeoPro 4-12x50;2012-06-27;2012-07-25;United states;MSO USA
P111960;MeoPro 4-12x50;2012-06-27;2012-07-25;United states;MSO USA
R1107583;;2012-06-21;2012-07-25;United states;MSO USA
R1202341;MeoStar R1 3-12x56 RD;2012-06-20;2012-07-25;;MSO USA
R1112522;MeoStar R1 4-16x44;2012-05-11;2012-07-26;United states;MSO USA
B110821;MeoPro 8x42;2012-07-21;2012-07-27;United states;MSO USA
R1207289;MeoStar R1 3-10x50;2012-07-18;2012-07-27;United states;MSO USA
O123809;MeoPro 4-12x50;2012-07-26;2012-07-27;United states;MSO USA
T123583;MeoPro 6-18x50;2012-07-05;2012-07-28;United states;MSO USA
R1205886;ZD 1-4x22 RD;2012-07-24;2012-07-28;United states;MSO USA
B110419;MeoPro 8x42;2012-07-05;2012-07-29;United states;MSO USA
R1200266;MeoStar R1 3-12x56 RD;2012-07-28;2012-07-30;United states;MSO USA
R1258965;MeoPro 6.5x32;0000-00-00;2012-07-30;United states;MSO USA
L111692;MeoPro 3-9x42;2012-07-06;2012-07-30;United states;MSO USA
114619;MeoStar B1 10x42 HD;2012-07-30;2012-07-30;United states;MSO USA
S123086;MeoPro 4-12x50;2012-07-30;2012-07-31;United states;MSO USA
R116877;MeoStar R1 3-12x56;2012-07-27;2012-07-31;United states;MSO USA
L111617;MeoPro 3-9x42;2012-07-17;2012-07-31;United states;MSO USA
R1118976;MeoStar R1 3-12x56 RD;2012-07-20;2012-07-31;United states;MSO USA
C111011;MeoPro 10x42;2012-06-17;2012-07-31;United states;MSO USA
S123203;MeoPro 4-12x50;2012-07-28;2012-08-02;United states;MSO USA
R1111893;MeoStar R1 3-12x56 RD;2012-07-07;2012-08-02;United states;MSO USA
O100131;MeoPro 4-12x50;2012-07-28;2012-08-02;United states;MSO USA
R1112522;MeoStar R1 4-16x44;2012-05-11;2012-08-03;United states;MSO USA
114629;MeoStar B1 10x42 HD;2012-08-04;2012-08-04;United states;MSO USA
M112043;MeoPro 3-9x42;2012-08-04;2012-08-05;United states;MSO USA
121066;MeoStar B1 10x42 HD;2012-08-04;2012-08-05;Canada;MSO USA
R1200210;MeoStar R1 3-12x56 RD;2012-08-03;2012-08-06;United states;MSO USA
R1109651;MeoStar R1 1-4x22 RD;2012-07-05;2012-08-06;United states;MSO USA
R1201943;;2012-07-16;2012-08-08;;MSO USA
120966;MeoStar B1 10x42 HD;2012-08-07;2012-08-08;United states;MSO USA
R1105931;MeoStar R1 3-12x56 RD;2011-08-16;2012-08-08;United states;MSO USA
P123604;MeoPro 4-12x50;2012-07-24;2012-08-10;United states;MSO USA
R1115863;MeoStar R1 1.5-6x42 RD;2012-05-02;2012-08-10;United states;MSO USA
R1203401;MeoStar R1 3-12x56 RD;2012-07-25;2012-08-10;United states;MSO USA
M124103;MeoPro 3-9x42;2012-08-02;2012-08-10;United states;MSO USA
R1116877;MeoStar R1 3-12x56;2012-07-27;2012-08-10;United states;MSO USA
S112042;MeoPro 4-12x50;2012-07-27;2012-08-10;United states;MSO USA
R116397;MeoStar R1 3-12x56 RD;2012-06-19;2012-08-11;United states;MSO USA
100720;MeoPro 4-12x50;2012-08-11;2012-08-11;United states;MSO USA
R1109515;MeoStar R1 3-12x56;0000-00-00;2012-08-11;United states;MSO USA
P123627;MeoPro 4-12x50;2012-08-01;2012-08-12;Canada;MSO USA
O112898;MeoPro 4-12x50;2012-08-11;2012-08-15;United states;MSO USA
R0912621;MeoStar R1 4-12x40;2012-07-27;2012-08-15;United states;MSO USA
B100100;MeoPro 8x42;2012-08-01;2012-08-15;United states;MSO USA
113942;MeoStar B1 12x50;2012-08-14;2012-08-15;United states;MSO USA
R1010440;ZD 1-4x22 RD;2012-08-03;2012-08-17;United states;MSO USA
R0605056;MeoStar R1 4-12x40;2010-07-23;2012-08-19;United states;MSO USA
111381;MeoPro 4-12x50;2012-08-17;2012-08-19;United states;MSO USA
C110857;MeoStar B1 10x42 HD;2012-08-12;2012-08-19;United states;MSO USA
111381;MeoPro 4-12x50;2012-08-16;2012-08-19;United states;MSO USA
R1205169;MeoStar R1 3-12x56;2012-08-18;2012-08-19;;MSO USA
R1107356;MeoStar R1 3-10x50;2012-08-18;2012-08-20;United states;MSO USA
R1105980;MeoStar R1 3-10x50;2012-08-18;2012-08-21;United states;MSO USA
120926;MeoStar B1 10x42 HD;2012-08-01;2012-08-22;United states;MSO USA
L111834;MeoPro 3-9x42;2012-08-15;2012-08-22;United states;MSO USA
502127;MeoStar B1 10x42;2007-06-04;2012-08-23;United states;MSO USA
R1103843;MeoStar R1 3-12x56;2012-08-21;2012-08-27;United states;MSO USA
C100121;MeoPro 10x42;2012-08-25;2012-08-28;United states;MSO USA
R1205346;MeoStar R1 3-12x56;2012-08-17;2012-08-28;United states;MSO USA
M100568;MeoPro 3-9x42;2012-08-21;2012-08-28;United states;MSO USA
122033;MeoStar B1 8x56;2012-08-15;2012-08-28;United states;MSO USA
M100959;MeoPro 3-9x42;2012-08-21;2012-08-28;United states;MSO USA
C121298;MeoStar B1 10x42;2012-08-20;2012-08-29;United states;MSO USA
R1109951;MeoStar R1 3-12x56;2012-08-11;2012-08-29;United states;MSO USA
M111696;MeoPro 3-9x42;2012-08-17;2012-08-31;United states;MSO USA
R111857;MeoStar R1 3-12x56;2012-08-27;2012-08-31;United states;MSO USA
S113002;MeoPro 4-12x50;2012-06-25;2012-09-01;United states;MSO USA
S113002;MeoPro 4-12x50;2012-06-25;2012-09-01;United states;MSO USA
L123448;MeoPro 3-9x42;2012-08-17;2012-09-01;United states;MSO USA
R1205323;MeoStar R1 3-12x56;2012-08-25;2012-09-01;United states;MSO USA
124171;MeoPro 6-18x50;2012-08-15;2012-09-02;Canada;MSO USA
C121127;MeoPro 10x42;2012-09-01;2012-09-02;United states;MSO USA
R1111347;MeoStar R1 3-10x50;2012-08-13;2012-09-02;United states;MSO USA
R1115999;MeoStar R1 3-12x56 RD;2012-08-26;2012-09-03;;MSO USA
121440;MeoStar B1 10x42 HD;2012-08-10;2012-09-04;United states;MSO USA
B110840;MeoPro 8x42;0000-00-00;2012-09-04;United states;MSO USA
C121384;MeoPro 10x42;2012-09-05;2012-09-05;United states;MSO USA
114121;MeoStar B1 10x42 HD;2012-09-06;2012-09-06;United states;MSO USA
L100865;MeoPro 3-9x42;2012-05-23;2012-09-07;United states;MSO USA
P112397;MeoPro 4-12x50;2012-09-07;2012-09-08;United states;MSO USA
P112397;MeoPro 4-12x50;2012-09-07;2012-09-08;United states;MSO USA
R1104795;MeoStar R1 3-10x50;2012-09-08;2012-09-08;United states;MSO USA
R1207556;MeoStar R1 3-12x56;2012-08-27;2012-09-10;United states;MSO USA
R1211859;MeoStar R1 1-4x22 RD;2012-09-11;2012-09-11;;MSO USA
900741;MeoStar B1 10x32;2012-09-06;2012-09-12;United states;MSO USA
R1119768;MeoStar R1 3-12x56 RD;2012-04-12;2012-09-12;United states;MSO USA
C121436;MeoPro 10x42;2012-08-07;2012-09-12;United states;MSO USA
S1200700;MeoStar S2 82 HD;2012-09-01;2012-09-15;United states;MSO USA
U123290;MeoPro 6-18x50;2012-08-27;2012-09-14;United states;MSO USA
S1200410;MeoStar S2 82 HD;2012-09-01;2012-09-15;United states;MSO USA
P111979;MeoPro 4-12x50;2012-09-16;2012-09-17;United states;MSO USA
S112792;MeoPro 4-12x50;2012-08-29;2012-09-17;United states;MSO USA
121318;MeoStar B1 10x42;2012-09-07;2012-09-17;United states;MSO USA
R1010439;ZD 1-4x22 RD;2012-09-05;2012-09-18;United states;MSO USA
121260;MeoStar B1 10x42 HD;2012-08-27;2012-09-18;United states;MSO USA
C121230;MeoPro 10x42;2012-09-08;2012-09-18;United states;MSO USA
R1099652;MeoPro 4-12x50;2012-09-10;2012-09-18;United states;MSO USA
R1105980;MeoStar R1 3-10x50;2012-08-15;2012-09-18;United states;MSO USA
S112782;MeoPro 4-12x50;2012-09-18;2012-09-18;United states;MSO USA
P100789;MeoPro 4-12x50;2012-09-13;2012-09-19;United states;MSO USA
R1116570;MeoStar R1 3-12x56 RD;2012-03-03;2012-09-19;;MSO USA
121432;MeoStar B1 10x42 HD;2012-07-16;2012-09-20;United states;MSO USA
U124019;MeoPro 6-18x50;2012-09-20;2012-09-21;United states;MSO USA
R1111369;MeoStar R1 1.5-6x42 RD;2012-09-22;2012-09-22;;MSO USA
R1204875;MeoStar R1 3-10x50;2012-09-01;2012-09-24;United states;MSO USA
121281;MeoStar B1 8x56;2012-09-15;2012-09-24;United states;MSO USA
R1105971;MeoStar R1 3-10x50;2012-09-24;2012-09-27;United states;MSO USA
121368;MeoStar B1 10x42 HD;2012-09-23;2012-09-28;United states;MSO USA
R1204443;MeoStar R1 1.5-6x42 RD;0000-00-00;2012-10-01;;MSO USA
R1208830;MeoStar R1 3-12x56 RD;2012-09-20;2012-10-02;United states;MSO USA
120890;MeoStar B1 8x32;2012-09-10;2012-10-02;Canada;MSO USA
110041;MeoStar B1 10x42;2012-10-03;2012-10-03;United states;MSO USA
124407;MeoPro 4-12x50;0000-00-00;2012-10-04;United states;MSO USA
540640;MeoPro 6-18x50;2012-09-20;2012-10-05;United states;MSO USA
121057;MeoStar B1 8x56;2012-10-05;2012-10-06;United states;MSO USA
121057;MeoStar B1 8x56;2012-10-05;2012-10-06;United states;MSO USA
T123985;MeoPro 6-18x50;2012-10-02;2012-10-08;United states;MSO USA
523480;MeoStar B1 10x42;2012-10-08;2012-10-09;United states;MSO USA
114497;MeoStar B1 10x42 HD;2012-10-08;2012-10-09;United states;MSO USA
C121385;MeoPro 10x42;2012-10-04;2012-10-09;United states;MSO USA
R1206273;MeoStar R1 3-12x56;2012-10-10;2012-10-11;Canada;MSO USA
R1118823;MeoStar R1 3-12x56;2012-10-04;2012-10-11;United states;MSO USA
R1117900;MeoStar R1 1.5-6x42 RD;2012-10-10;2012-10-14;;MSO USA
R1117900;;2012-10-10;2012-10-14;;MSO USA
C111113;MeoPro 10x42;2012-09-21;2012-10-15;Canada;MSO USA
R0913358;MeoStar R1 4-16x44;2012-10-08;2012-10-15;United states;MSO USA
S123953;MeoPro 4-12x50;2012-10-05;2012-10-16;United states;MSO USA
R1103841;MeoStar R1 3-12x56;2012-09-20;2012-10-17;United states;MSO USA
121181;MeoStar B1 10x42 HD;2012-10-11;2012-10-17;United states;MSO USA
O112909;MeoPro 4-12x50;2012-10-17;2012-10-18;United states;MSO USA
123390;MeoStar B1 10x42 HD;2012-10-17;2012-10-18;United states;MSO USA
112960;MeoPro 4-12x50;2012-10-15;2012-10-18;United states;MSO USA
R1104355;ZD 1-4x22 RD;2012-08-06;2012-10-19;United states;MSO USA
O123816;MeoPro 4-12x50;2012-10-03;2012-10-19;United states;MSO USA
O123816;MeoPro 4-12x50;2012-10-03;2012-10-19;United states;MSO USA
O123816;MeoPro 4-12x50;2012-10-03;2012-10-19;United states;MSO USA
N123163;MeoPro 3-9x42;2012-10-15;2012-10-21;United states;MSO USA
N123127;MeoPro 3-9x42;2012-10-15;2012-10-21;United states;MSO USA
R0812137;MeoStar R1 3-10x50;2012-09-15;2012-10-22;United states;MSO USA
O100463;MeoStar R1 4-12x40;2012-10-13;2012-10-22;United states;MSO USA
P112381;MeoPro 4-12x50;0000-00-00;2012-10-22;United states;MSO USA
O111373;MeoPro 4-12x50;0000-00-00;2012-10-22;United states;MSO USA
120972;MeoStar B1 10x42 HD;2012-10-13;2012-10-22;United states;MSO USA
R0700306;MeoStar R1 3-12x56 RD;2012-10-23;2012-10-23;United states;MSO USA
C100150;MeoPro 10x42;2012-09-30;2012-10-25;United states;MSO USA
S1200286;MeoStar S2 82 HD;2012-10-08;2012-10-25;United states;MSO USA
M100078;MeoPro 3-9x42;2012-10-14;2012-10-25;United states;MSO USA
L123417;MeoPro 3-9x42;2012-09-21;2012-10-27;United states;MSO USA
P123637;MeoPro 4-12x50;2012-10-27;2012-10-29;United states;MSO USA
P123640;MeoPro 4-12x50;2012-10-27;2012-10-29;United states;MSO USA
S123095;MeoPro 4-12x50;2012-10-17;2012-10-29;United states;MSO USA
120948;MeoStar B1 10x42 HD;0000-00-00;2012-10-29;United states;MSO USA
B100139;MeoPro 8x42;2012-10-26;2012-10-30;United states;MSO USA
R1105539;MeoStar R1 3-12x56 RD;2012-10-03;2012-10-31;United states;MSO USA
PN528210;ZD 1-4x22 RD;2012-10-12;2012-10-31;United states;MSO USA
R1103831;MeoStar R1 3-12x56;2012-11-02;2012-11-03;United states;MSO USA
M100595;MeoPro 3-9x42;2012-11-03;2012-11-03;United states;MSO USA
R1113928;MeoStar R1 3-12x56;2012-10-27;2012-11-04;United states;MSO USA
C110974;MeoPro 10x42;2012-10-27;2012-11-05;United states;MSO USA
R1205106;MeoStar R1 3-12x56;2012-10-29;2012-11-05;United states;MSO USA
S1200726;MeoStar S2 82 HD;2012-11-03;2012-11-05;United states;MSO USA
121085;MeoStar B1 10x42 HD;2012-10-25;2012-11-06;United states;MSO USA
N112094;MeoPro 3-9x42;2012-10-24;2012-11-06;United states;MSO USA
R0714252;MeoStar R1 4-12x40;2012-10-01;2012-11-09;United states;MSO USA
122061;MeoStar B1 12x50;2012-11-06;2012-11-10;United states;MSO USA
R0907665;MeoStar R1 4-16x44;2012-11-10;2012-11-10;United states;MSO USA
L124349;MeoPro 3-9x42;2012-10-27;2012-11-12;United states;MSO USA
M111704;MeoPro 3-9x42;2012-11-04;2012-11-13;United states;MSO USA
100976;MeoPro 4-12x50;2012-10-30;2012-11-14;United states;MSO USA
111479;MeoStar B1 8x56;2012-01-09;2012-11-14;United states;MSO USA
111479;MeoStar B1 8x56;2012-01-09;2012-11-14;United states;MSO USA
121071;MeoStar B1 8x56;2012-09-25;2012-11-14;United states;MSO USA
L101245;MeoPro 3-9x42;2012-11-13;2012-11-14;United states;MSO USA
R1108998;MeoStar R1 3-12x56 RD;2012-11-06;2012-11-16;United states;MSO USA
123328;MeoStar B1 10x42 HD;2012-11-13;2012-11-16;United states;MSO USA
S1200533;MeoStar S2 82 HD;2012-11-16;2012-11-17;United states;MSO USA
110109;MeoStar B1 10x42;2012-10-30;2012-11-19;United states;MSO USA
R0712668;MeoStar R1 1-4x22 RD;2012-11-06;2012-11-19;United states;MSO USA
C121423;MeoPro 10x42;2012-11-19;2012-11-19;United states;MSO USA
524380;MeoPro 4-12x50;2012-11-19;2012-11-20;United states;MSO USA
901195;MeoStar B1 10x32;0000-00-00;2012-11-20;United states;MSO USA
R1209616;MeoStar R1 3-12x56;0000-00-00;2012-11-21;United states;MSO USA
R1208874;MeoStar R1 3-12x56 RD;2012-10-25;2012-11-21;United states;MSO USA
S123886;MeoPro 4-12x50;2012-11-21;2012-11-22;United states;MSO USA
U124381;MeoPro 6-18x50;2012-11-15;2012-11-22;United states;MSO USA
M124140;MeoPro 3-9x42;2012-11-15;2012-11-22;United states;MSO USA
9008;MeoStar B1 10x50;0000-00-00;2012-11-22;United states;MSO USA
R1214445;MeoStar R1 3-10x50;2012-11-03;2012-11-22;United states;MSO USA
P124083;MeoPro 4-12x50;2012-11-23;2012-11-23;United states;MSO USA
L112759;MeoPro 3-9x42;2012-10-27;2012-11-24;United states;MSO USA
R1204925;MeoStar R1 3-12x56;2012-11-24;2012-11-25;United states;MSO USA
114366;MeoStar B1 10x42 HD;2012-11-14;2012-11-25;United states;MSO USA
R1099593;MeoPro 6-18x50;2012-11-10;2012-11-26;United states;MSO USA
R1208151;MeoStar R1 3-10x50;2012-11-19;2012-11-26;United states;MSO USA
C121142;MeoPro 10x42;2012-11-18;2012-11-27;United states;MSO USA
124636;MeoStar B1 10x42 HD;2012-11-05;2012-11-27;United states;MSO USA
P112411;MeoPro 4-12x50;2012-11-20;2012-11-29;United states;MSO USA
C110779;MeoPro 10x42;2012-11-28;2012-11-29;United states;MSO USA
R0907789;MeoStar R1 3-10x50;2012-11-26;2012-11-29;United states;MSO USA
R1215135;ZD 1-4x22 RD;2012-11-28;2012-11-30;United states;MSO USA
P123640;MeoPro 4-12x50;2012-10-27;2012-11-30;United states;MSO USA
524380;MeoPro 4-12x50;2012-11-06;2012-12-03;United states;MSO USA
R1116852;MeoStar R1 3-12x56;2012-12-04;2012-12-04;United states;MSO USA
804010;MeoStar B1 10x42;2012-12-01;2012-12-05;United states;MSO USA
P112399;MeoPro 4-12x50;2012-12-04;2012-12-05;United states;MSO USA
123098;MeoStar B1 10x42 HD;2012-12-07;2012-12-07;United states;MSO USA
R1111636;MeoStar R1 3-12x56 RD;2012-12-07;2012-12-08;United states;MSO USA
O123372;MeoPro 4-12x50;2012-12-08;2012-12-09;United states;MSO USA
S124618;MeoPro 4-12x50;2012-12-04;2012-12-09;United states;MSO USA
P111928;MeoPro 4-12x50;2012-12-03;2012-12-11;United states;MSO USA
S1200498;MeoStar S2 82 HD;2012-12-06;2012-12-12;United states;MSO USA
121068;MeoStar B1 8x56;2012-12-07;2012-12-13;United states;MSO USA
L124669;MeoPro 3-9x42;2012-12-13;2012-12-13;United states;MSO USA
A100085;MeoPro 6.5x32;2012-12-13;2012-12-13;United states;MSO USA
111856;MeoStar B1 8x56;2012-12-06;2012-12-15;United states;MSO USA
111856;MeoStar B1 8x56;2012-12-06;2012-12-15;United states;MSO USA
R1114326;MeoStar R1 3-12x56 RD;2012-12-11;2012-12-17;United states;MSO USA
R1209750;MeoStar R1 3-12x56 RD;2012-12-11;2012-12-17;United states;MSO USA
700421;MeoStar B1 12x50;2012-12-19;2012-12-20;United states;MSO USA
R1204859;MeoStar R1 3-10x50;2012-12-19;2012-12-21;United states;MSO USA
801905;MeoStar B1 12x50;2012-12-14;2012-12-21;United states;MSO USA
801905;MeoStar B1 12x50;2012-12-14;2012-12-21;United states;MSO USA
M112440;MeoPro 3-9x42;2012-12-21;2012-12-22;United states;MSO USA
M112461;MeoPro 3-9x42;2012-12-21;2012-12-22;United states;MSO USA
C121467;MeoPro 10x42;2012-12-04;2012-12-22;United states;MSO USA
R1109540;MeoStar R1 3-12x56;2012-12-22;2012-12-22;United states;MSO USA
B100110;MeoStar B1 8x42;2012-12-22;2012-12-23;United states;MSO USA
T123588;MeoPro 6-18x50;2012-12-08;2012-12-24;United states;MSO USA
125618;MeoStar B1 10x42 HD;0000-00-00;2012-12-25;United states;MSO USA
R1204877;MeoStar R1 3-10x50;2012-12-24;2012-12-25;United states;MSO USA
R1209420;MeoStar R1 3-12x56 RD;2012-12-18;2012-12-26;United states;MSO USA
B120974;MeoPro 8x42;2012-12-24;2012-12-26;United states;MSO USA
C121210;MeoPro 10x42;2012-12-04;2012-12-26;United states;MSO USA
S1200774;MeoStar S2 82 HD;2012-12-04;2012-12-26;United states;MSO USA
S1200051;MeoStar S2 82 HD;2012-12-04;2012-12-26;United states;MSO USA
U124010;MeoPro 6-18x50;2012-12-19;2012-12-27;United states;MSO USA
R1216204;MeoStar R1 3-10x50;2012-12-26;2012-12-27;United states;MSO USA
R1216205;MeoStar R1 3-10x50;2012-12-27;2012-12-27;United states;MSO USA
R1210838;MeoStar R1 3-12x56 RD;2012-12-27;2012-12-28;United states;MSO USA
A110612;MeoPro 6.5x32;2012-12-24;2012-12-28;United states;MSO USA
125095;MeoStar B1 10x42 HD;2012-12-01;2012-12-28;United states;MSO USA
R0822738;MeoStar R1 3-10x50;2012-12-18;2012-12-28;United states;MSO USA
R1210735;MeoStar R1 3-10x50;2012-12-28;2012-12-29;United states;MSO USA
M112473;MeoPro 3-9x42;2012-12-21;2012-12-29;United states;MSO USA
A100235;MeoPro 6.5x32;2012-12-28;2012-12-29;United states;MSO USA
B110508;MeoStar B1 8x42;2012-12-26;2012-12-31;United states;MSO USA
120223;MeoStar B1 10x42 HD;2012-12-15;2013-01-01;United states;MSO USA
R1204153;MeoStar R1 4-16x44;2012-12-31;2013-01-01;United states;MSO USA
M100576;MeoPro 3-9x42;2012-12-24;2013-01-03;United states;MSO USA
M112603;MeoPro 3-9x42;0000-00-00;2013-01-03;United states;MSO USA
B120994;MeoPro 8x42;2013-01-01;2013-01-03;United states;MSO USA
L123752;MeoPro 3-9x42;2013-01-02;2013-01-03;United states;MSO USA
C111080;MeoPro 10x42;2013-01-01;2013-01-03;United states;MSO USA
O123829;MeoPro 4-12x50;2013-01-03;2013-01-03;United states;MSO USA
L123729;MeoPro 3-9x42;2013-01-03;2013-01-03;United states;MSO USA
R1208116;MeoStar R1 3-10x50;2013-01-03;2013-01-03;United states;MSO USA
P123615;MeoPro 4-12x50;2013-01-03;2013-01-03;United states;MSO USA
124973;MeoStar B1 10x42 HD;2013-01-03;2013-01-03;United states;MSO USA
U124268;MeoPro 6-18x50;2013-01-03;2013-01-03;United states;MSO USA
M112451;MeoPro 3-9x42;2013-01-03;2013-01-03;United states;MSO USA
R1208156;MeoStar R1 3-10x50;2013-01-03;2013-01-03;United states;MSO USA
R1100330;MeoStar R1 3-12x56 RD;2013-01-03;2013-01-04;United states;MSO USA
B110828;MeoPro 8x42;2013-01-04;2013-01-04;United states;MSO USA
S112982;MeoPro 4-12x50;2013-01-04;2013-01-05;United states;MSO USA
CU111973;MeoPro 6-18x50;2013-01-04;2013-01-05;United states;MSO USA
B100098;MeoPro 8x42;2013-01-04;2013-01-05;United states;MSO USA
C111015;MeoPro 10x42;2013-01-04;2013-01-05;United states;MSO USA
R1118817;MeoStar R1 3-12x56 RD;2012-12-21;2013-01-05;United states;MSO USA
R0721809;MeoStar R1 3-12x56;2012-12-29;2013-01-05;United states;MSO USA
702171;MeoStar B1 10x42;2013-01-05;2013-01-06;United states;MSO USA
R1101741;ZD 1-4x22 RD;2013-01-01;2013-01-06;United states;MSO USA
R1204954;MeoStar R1 3-10x50;2013-01-02;2013-01-07;United states;MSO USA
s1200554;MeoStar S2 82 HD;2013-01-05;2013-01-08;United states;MSO USA
c121426;MeoStar B1 10x42;2012-12-15;2013-01-08;United states;MSO USA
806038;MeoStar B1 7x42;2013-01-03;2013-01-10;United states;MSO USA
r1215123;ZD 1-4x22 RD;2012-12-17;2013-01-11;United states;MSO USA
R1206628;MeoStar R1 4-12x40;2012-12-31;2013-01-11;United states;MSO USA
M111697;MeoPro 3-9x42;2013-01-06;2013-01-12;United states;MSO USA
a100287;MeoPro 6.5x32;2013-01-11;2013-01-12;United states;MSO USA
R1209355;MeoStar R1 3-12x56 RD;2013-01-11;2013-01-12;United states;MSO USA
R1215129;ZD 1-4x22 RD;2012-12-21;2013-01-12;United states;MSO USA
112668;MeoPro 4-12x50;2013-01-12;2013-01-13;United states;MSO USA
124478;MeoPro 6-18x50;2012-12-18;2013-01-13;United states;MSO USA
U123707;MeoPro 6-18x50;2013-01-12;2013-01-13;Canada;MSO USA
R0716353;MeoStar R1 3-10x50;2012-12-12;2013-01-13;United states;MSO USA
n111874;MeoPro 3-9x42;2012-12-31;2013-01-13;Canada;MSO USA
R1118862;MeoStar R1 3-12x56;2013-01-11;2013-01-14;United states;MSO USA
R1207295;MeoStar R1 3-10x50;2013-01-04;2013-01-15;United states;MSO USA
L124640;MeoPro 3-9x42;2013-01-15;2013-01-16;United states;MSO USA
L124640;MeoPro 3-9x42;2013-01-15;2013-01-16;United states;MSO USA
R1212303;MeoStar R1 3-12x56 RD;2013-01-04;2013-01-16;United states;MSO USA
S123092;MeoPro 4-12x50;2013-01-16;2013-01-17;United states;MSO USA
R1216667;MeoStar R1 3-12x56 RD;2013-01-15;2013-01-17;United states;MSO USA
A110356;MeoPro 6.5x32;2013-01-17;2013-01-20;United states;MSO USA
S1200382;MeoStar S2 82 HD;2013-01-19;2013-01-20;United states;MSO USA
S1200419;MeoStar S2 82 HD;2013-01-19;2013-01-20;United states;MSO USA
c100168;MeoPro 10x42;2012-12-10;2013-01-20;United states;MSO USA
120736;MeoStar B1 10x42 HD;2013-01-18;2013-01-21;United states;MSO USA
603277;MeoStar B1 10x50;2013-01-21;2013-01-21;United states;MSO USA
114338;MeoStar B1 12x50;2013-01-14;2013-01-22;United states;MSO USA
C121247;MeoPro 10x42;2013-01-25;2013-01-26;United states;MSO USA
125041;MeoStar B1 10x42 HD;2012-12-21;2013-01-26;United states;MSO USA
U124391;MeoPro 6-18x50;0000-00-00;2013-01-27;United states;MSO USA
R1099659;MeoPro 4-12x50;2013-01-24;2013-01-28;United states;MSO USA
s123951;MeoPro 4-12x50;2013-01-28;2013-01-28;United states;MSO USA
L123469;MeoPro 3-9x42;2013-01-24;2013-01-30;United states;MSO USA
R1113945;MeoStar R1 3-12x56;2012-12-31;2013-01-30;United states;MSO USA
R1210846;MeoStar R1 3-12x56 RD;2013-01-25;2013-01-31;United states;MSO USA
124211;MeoStar B1 10x42 HD;2013-01-03;2013-01-31;United states;MSO USA
124292;MeoStar B1 10x42 HD;2013-01-14;2013-01-31;United states;MSO USA
110486;MeoStar B1 10x32;2013-01-15;2013-02-02;United states;MSO USA
S124627;MeoPro 4-12x50;2013-01-25;2013-02-02;United states;MSO USA
R1204204;MeoStar R1 4-16x44;2013-02-01;2013-02-04;United states;MSO USA
124276;MeoStar B1 10x42 HD;2012-11-30;2013-02-04;United states;MSO USA
o112202;MeoPro 4-12x50;2013-01-30;2013-02-04;United states;MSO USA
r0800390;MeoStar R1 1-4x22 RD;2011-07-11;2013-02-05;United states;MSO USA
