serial_number;product_model;purchase_date;registration_date;country;source_note
R1200125;MeoStar R1r 3-12x56;2020-12-03;2021-03-29;United states;MSO USA
R1808593;MeoPro 6.5-20x50;2021-03-12;2021-03-29;United states;MSO USA
R19109851;Optika6 3-18x50 SFP;2021-03-11;2021-03-29;United states;MSO USA
R20107991;Optika6 1-6x24 RD SFP;2021-01-29;2021-03-30;United states;MSO USA
R20102343;Optika6 4.5-27x50 RD SFP;2021-03-26;2021-03-30;United states;MSO USA
R20109706;Optika6 5-30x56 FFP;2021-03-30;2021-03-30;United states;MSO USA
R20109706;Optika6 5-30x56 FFP;2021-03-30;2021-03-30;United states;MSO USA
R19109336;Optika6 2.5-15x44 SFP;2021-02-27;2021-03-31;United states;MSO USA
653636;Optika6 3-18x50 SFP;2021-03-26;2021-03-31;United states;MSO USA
653636;Optika6 3-18x50 SFP;2021-03-26;2021-03-31;United states;MSO USA
653636;Optika6 3-18x50 SFP;2021-03-26;2021-03-31;United states;MSO USA
B20202393;Optika HD 8x42;2021-01-09;2021-03-31;United states;MSO USA
R20103931;Optika6 3-18x50 SFP;2021-03-31;2021-03-31;United states;MSO USA
R19109270;Optika6 2.5-15x44 SFP;2021-01-03;2021-04-01;United states;MSO USA
R20112136;Optika6 3-18x50 RD SFP;2021-03-25;2021-04-01;United states;MSO USA
R20112136;Optika6 3-18x50 RD SFP;2021-03-25;2021-04-01;United states;MSO USA
b20200671;MeoPro 10x42 HD;2021-03-26;2021-04-01;United states;MSO USA
MU162126;MeoPro 6.5-20x50;2021-03-29;2021-04-01;United states;MSO USA
B177693;MeoPro 10x32 HD;2021-04-01;2021-04-02;United states;MSO USA
R1809723;MeoStar R1r 3-12x56;2020-11-01;2021-04-02;United states;MSO USA
191298;MeoStar B1.1 15x56 HD;2019-12-26;2021-04-02;United states;MSO USA
B20204326;MeoPro 10x42 HD;2021-01-04;2021-04-02;United states;MSO USA
B20204326;MeoPro 10x42 HD;2021-01-04;2021-04-02;United states;MSO USA
B20204326;MeoPro 10x42 HD;2021-01-04;2021-04-02;United states;MSO USA
201022;MeoStar B1 Plus 15x56 HD;2021-04-01;2021-04-03;United states;MSO USA
R1807157;MeoPro 3-9x40;2021-03-17;2021-04-03;United states;MSO USA
R20112856;Optika6 4.5-27x50 SFP;2021-04-02;2021-04-04;United states;MSO USA
R1723016;MeoStar R2 2-12x50 RD;2021-03-04;2021-04-04;United states;MSO USA
201413;MeoStar B1 Plus 15x56 HD;2021-03-27;2021-04-05;United states;MSO USA
201273;MeoStar B1 Plus 10x42 HD;2021-04-02;2021-04-06;United states;MSO USA
R20102587;Optika6 4.5-27x50 SFP;2021-03-31;2021-04-06;United states;MSO USA
R20102013;Optika6 4.5-27x50 SFP;2021-04-05;2021-04-06;United states;MSO USA
R20109824;Optika6 5-30x56 FFP;2021-04-05;2021-04-06;United states;MSO USA
R2100148;MeoStar R1r 3-12x56 RD;2021-04-06;2021-04-06;United states;MSO USA
201343;MeoStar B1 Plus 10x42 HD;2021-03-29;2021-04-07;United states;MSO USA
B20201103;Optika HD 10x42;2021-04-05;2021-04-07;United states;MSO USA
R20108613;Optika6 1-6x24 RD FFP;2021-03-24;2021-04-07;United states;MSO USA
R1810235;MeoStar R2 2.5-15x56 RD;2021-01-15;2021-04-07;United states;MSO USA
R1810235;MeoStar R2 2.5-15x56 RD;2021-04-07;2021-04-07;United states;MSO USA
R20115212;Optika6 3-18x50 RD SFP;2021-04-05;2021-04-07;United states;MSO USA
R20117184;Optika6 3-18x56 FFP;2021-04-01;2021-04-08;United states;MSO USA
R20117184;Optika6 3-18x56 FFP;2021-04-01;2021-04-08;United states;MSO USA
201472;MeoStar B1 15x56 HD;2021-03-23;2021-04-08;United states;MSO USA
R20112298;Optika6 3-18x50 SFP;2021-04-07;2021-04-09;United states;MSO USA
R1715283;MeoStar R2 2-12x50 RD;2021-04-02;2021-04-09;United states;MSO USA
R20109782;Optika6 5-30x56 RD FFP;2021-04-01;2021-04-10;United states;MSO USA
R19110040;Optika6 3-18x50 SFP;2020-11-28;2021-04-10;United states;MSO USA
201093;MeoStar B1 10x42 HD;2021-04-05;2021-04-10;United states;MSO USA
170514;MeoPro HD 80;2020-02-14;2021-04-10;United states;MSO USA
R20102709;Optika6 4.5-27x50 SFP;2021-03-05;2021-04-11;United states;MSO USA
R20102709;Optika6 4.5-27x50 SFP;2021-03-05;2021-04-11;United states;MSO USA
R21101906;Optika6 3-18x50 SFP;2021-04-05;2021-04-11;United states;MSO USA
R1723147;MeoStar R1 3-12x56 RD;2021-04-02;2021-04-11;United states;MSO USA
R20111353;MeoPro 4-12x50;2021-04-02;2021-04-11;United states;MSO USA
R20101883;Optika6 4.5-27x50 RD SFP;2021-04-11;2021-04-12;United states;MSO USA
B20202343;Optika HD 10x42;2020-10-27;2021-04-12;United states;MSO USA
R19102043;Optika6 3-18x50 FFP;2021-03-18;2021-04-12;United states;MSO USA
R20102278;Optika6 4.5-27x50 SFP;2021-04-04;2021-04-12;United states;MSO USA
1920146;MeoPro HD 80;2021-03-17;2021-04-13;United states;MSO USA
R20115694;MeoPro 6-18x50;2021-04-01;2021-04-13;United states;MSO USA
200907;MeoStar B1 Plus 8x32;2021-04-02;2021-04-14;United states;MSO USA
R21101218;Optika6 5-30x56 FFP;2021-04-14;2021-04-14;United states;MSO USA
R20118281;Optika6 1-6x24 SFP;2021-04-14;2021-04-15;United states;MSO USA
R20102780;Optika6 3-18x56 SFP;2021-01-14;2021-04-16;United states;MSO USA
R20102780;Optika6 3-18x56 SFP;2021-01-14;2021-04-16;United states;MSO USA
B177737;MeoPro 10x32 HD;2020-12-13;2021-04-17;United states;MSO USA
R20101576;Optika6 3-18x56 SFP;2021-04-16;2021-04-19;United states;MSO USA
R19103935;Optika6 2.5-15x44 SFP;2021-04-18;2021-04-19;United states;MSO USA
R19103935;Optika6 2.5-15x44 SFP;2021-04-18;2021-04-19;United states;MSO USA
R20104495;Optika6 3-18x50 RD FFP;2021-04-12;2021-04-19;United states;MSO USA
R20104495;Optika6 3-18x50 RD FFP;2021-04-12;2021-04-19;United states;MSO USA
B20202578;Optika HD 8x42;2021-04-15;2021-04-23;United states;MSO USA
R20107546;Optika6 3-18x56 SFP;2021-04-23;2021-04-23;United states;MSO USA
R1903791;;2021-04-23;2021-04-24;United states;MSO USA
R20116394;Optika6 5-30x56 FFP;2021-04-22;2021-04-24;United states;MSO USA
200433;MeoStar B1 15x56 HD;2020-11-13;2021-04-25;United states;MSO USA
B20203460;Optika HD 10x42;2021-04-16;2021-04-25;United states;MSO USA
201418;MeoStar B1 Plus 15x56 HD;2021-04-15;2021-04-25;United states;MSO USA
R20101913;Optika6 4.5-27x50 SFP;2021-04-16;2021-04-26;United states;MSO USA
R20112736;Optika6 4.5-27x50 RD SFP;2021-04-23;2021-04-26;United states;MSO USA
653629;Optika6 2.5-15x44 RD SFP;2021-04-27;2021-04-28;United states;MSO USA
R19105796;Optika6 2.5-15x44 SFP;2021-02-01;2021-04-29;United states;MSO USA
1920212;MeoPro HD 80;2021-04-27;2021-04-29;United states;MSO USA
R20105182;Optika6 2.5-15x44 RD SFP;2021-04-27;2021-04-30;United states;MSO USA
R1906444;MeoPro 6.5-20x50;2019-11-27;2021-04-30;United states;MSO USA
R1801302;MeoPro 6.5-20x50;2019-12-20;2021-04-30;United states;MSO USA
R1399772;MeoPro 3.5-10x44;2021-05-01;2021-05-01;United states;MSO USA
R1399772;MeoPro 3.5-10x44;2021-05-01;2021-05-01;United states;MSO USA
B19200409;MeoPro 10x42 HD;2021-05-01;2021-05-01;United states;MSO USA
R20112292;Optika6 3-18x50 SFP;2021-05-01;2021-05-01;United states;MSO USA
B20203540;Optika HD 10x42;2021-04-29;2021-05-02;United states;MSO USA
R1811360;MeoStar R1 3-12x56 RD;2021-05-03;2021-05-04;United states;MSO USA
R20112681;Optika6 4.5-27x50 FFP;2021-04-09;2021-05-05;United states;MSO USA
R20116482;Optika6 5-30x56 FFP;2021-05-02;2021-05-05;United states;MSO USA
R20102558;Optika6 4.5-27x50 SFP;2021-05-06;2021-05-07;United states;MSO USA
R19110789;Optika6 3-18x50 RD FFP;2021-05-07;2021-05-08;United states;MSO USA
R21102550;Optika6 5-30x56 FFP;2021-04-30;2021-05-08;United states;MSO USA
R21102550;Optika6 5-30x56 FFP;2021-04-30;2021-05-08;United states;MSO USA
1920344;MeoPro HD 80;2021-04-29;2021-05-09;United states;MSO USA
200471;MeoStar B1.1 15x56 HD;2021-05-04;2021-05-12;United states;MSO USA
200471;MeoStar B1 Plus 15x56 HD;2021-05-04;2021-05-12;United states;MSO USA
1920191;MeoPro HD 80;2021-05-11;2021-05-13;United states;MSO USA
190041;MeoRed;2021-05-13;2021-05-13;United states;MSO USA
R20105013;Optika6 2.5-15x44 SFP;2021-05-15;2021-05-15;United states;MSO USA
MU161698;MeoPro 4.5-14x50;2016-08-09;2021-05-17;United states;MSO USA
201252;MeoStar B1 Plus 15x56 HD;2021-04-21;2021-05-18;United states;MSO USA
B19200632;Optika HD 8x42;2021-05-17;2021-05-20;United states;MSO USA
R20112569;Optika6 3-18x50 FFP;2021-04-13;2021-05-21;United states;MSO USA
R20112569;Optika6 3-18x50 FFP;2021-04-13;2021-05-21;United states;MSO USA
R20101234;Optika6 3-18x56 RD SFP;2021-05-18;2021-05-21;United states;MSO USA
MU162138;MeoPro 6.5-20x50;2021-05-21;2021-05-21;United states;MSO USA
R20101914;Optika6 4.5-27x50 SFP;2021-04-17;2021-05-21;United states;MSO USA
r20102967;Optika6 3-18x56 SFP;2021-04-01;2021-05-22;United states;MSO USA
R20105377;MeoPro 6.5-20x50;2021-05-20;2021-05-22;United states;MSO USA
R20105377;MeoPro 6.5-20x50;2021-05-20;2021-05-22;United states;MSO USA
b20300410;Optika HD 10x42;2021-05-17;2021-05-24;United states;MSO USA
B191002;MeoPro 8x42 HD;2021-05-17;2021-05-25;United states;MSO USA
R21103228;Optika6 3-18x50 RD SFP;2021-05-25;2021-05-25;United states;MSO USA
R21103927;Optika6 3-18x50 RD SFP;2021-05-25;2021-05-25;United states;MSO USA
B20202554;Optika HD 8x42;2021-05-10;2021-05-26;United states;MSO USA
201365;MeoStar B1 Plus 15x56 HD;2021-05-14;2021-05-26;United states;MSO USA
R20117149;Optika6 3-18x56 FFP;2021-05-05;2021-05-27;United states;MSO USA
R20117149;Optika6 3-18x56 FFP;2021-05-05;2021-05-27;United states;MSO USA
R20117149;Optika6 3-18x56 FFP;2021-05-05;2021-05-27;United states;MSO USA
1920295;MeoPro HD 80;2021-04-28;2021-05-27;United states;MSO USA
R20118702;Optika6 1-6x24 RD SFP;2021-05-11;2021-05-28;United states;MSO USA
R20107962;Optika6 1-6x24 RD SFP;2020-11-17;2021-05-28;United states;MSO USA
1920192;MeoPro HD 80;2021-05-24;2021-05-28;United states;MSO USA
201085;MeoStar B1 10x42 HD;2021-05-17;2021-05-29;United states;MSO USA
R20110874;Optika6 3-18x50 FFP;2021-05-27;2021-05-29;United states;MSO USA
R20110874;;2021-05-27;2021-05-29;United states;MSO USA
R21102744;Optika6 4.5-27x50 RD SFP;2021-05-21;2021-05-29;United states;MSO USA
R21102744;Optika6 4.5-27x50 RD SFP;2021-05-21;2021-05-29;United states;MSO USA
R21102744;Optika6 4.5-27x50 RD SFP;2021-05-21;2021-05-29;United states;MSO USA
R21102744;Optika6 4.5-27x50 RD SFP;2021-05-21;2021-05-29;United states;MSO USA
B20210869;Optika HD 10x42;2021-05-23;2021-05-29;United states;MSO USA
B20210869;Optika HD 10x42;2021-05-23;2021-05-29;United states;MSO USA
B20210869;Optika HD 10x42;2021-05-23;2021-05-29;United states;MSO USA
R20116560;Optika6 5-30x56 FFP;2021-05-29;2021-05-30;United states;MSO USA
R1729364;MeoStar R2 2-12x50 RD;2021-05-25;2021-06-01;United states;MSO USA
R20105306;Optika6 3-18x56 RD SFP;2021-05-07;2021-06-02;United states;MSO USA
R20115558;Optika6 3-18x50 SFP;2021-05-18;2021-06-02;United states;MSO USA
R20115558;Optika6 3-18x50 SFP;2021-05-18;2021-06-02;United states;MSO USA
R20115558;Optika6 3-18x50 SFP;2021-05-18;2021-06-02;United states;MSO USA
R19106880;Optika6 2.5-15x44 RD SFP;2021-05-14;2021-06-02;United states;MSO USA
R21102136;Optika6 3-18x50 RD FFP;2021-05-27;2021-06-03;United states;MSO USA
R20104909;Optika6 2.5-15x44 SFP;2021-02-25;2021-06-03;United states;MSO USA
R20104938;Optika6 2.5-15x44 SFP;2021-02-25;2021-06-03;United states;MSO USA
B20200360;Optika HD 10x42;2021-05-27;2021-06-03;United states;MSO USA
B20203357;Optika HD 10x42;2021-06-01;2021-06-03;United states;MSO USA
R2000479;MeoStar R2 2,5-15x56 RD PA;2021-06-02;2021-06-04;United states;MSO USA
R2000479;MeoStar R2 2,5-15x56 RD PA;2021-05-27;2021-06-05;United states;MSO USA
R2000479;MeoStar R2 2,5-15x56 RD PA;2021-05-27;2021-06-05;United states;MSO USA
R2000479;MeoStar R2 2,5-15x56 RD PA;2021-05-27;2021-06-05;United states;MSO USA
R2000479;MeoStar R2 2,5-15x56 RD PA;2021-05-27;2021-06-05;United states;MSO USA
R20100053;Optika6 1-6x24 RD SFP;2021-06-05;2021-06-05;United states;MSO USA
B20200004;Optika HD 8x42;2021-06-04;2021-06-06;United states;MSO USA
R20103991;Optika6 3-18x50 SFP;2021-06-07;2021-06-08;United states;MSO USA
200694;MeoStar B1 Plus 12x50 HD;2021-06-08;2021-06-09;United states;MSO USA
R1724882;MeoStar R1 3-12x56;2021-06-08;2021-06-09;United states;MSO USA
R1724882;MeoStar R1 3-12x56;2021-06-08;2021-06-09;United states;MSO USA
R1724882;MeoStar R1 3-12x56;2021-06-08;2021-06-09;United states;MSO USA
S1601122;MeoStar S2 82 HD;2021-06-01;2021-06-09;United states;MSO USA
R21103692;Optika6 3-18x50 RD SFP;2021-05-25;2021-06-10;United states;MSO USA
R19109273;Optika6 2.5-15x44 SFP;2021-06-04;2021-06-10;United states;MSO USA
R21107740;Optika6 2.5-15x44 RD SFP;2021-06-05;2021-06-10;United states;MSO USA
B20202510;Optika HD 8x42;2021-06-10;2021-06-11;United states;MSO USA
R19102678;Optika6 3-18x56 RD FFP;2021-06-12;2021-06-12;United states;MSO USA
R19102678;Optika6 3-18x56 RD FFP;2021-06-12;2021-06-12;United states;MSO USA
R1309779;MeoStar R1 4-16x44;2021-06-07;2021-06-12;United states;MSO USA
R21104985;Optika6 3-18x56 RD SFP;2021-06-02;2021-06-12;United states;MSO USA
R20109856;Optika6 5-30x56 FFP;2021-05-03;2021-06-14;United states;MSO USA
R19102678;Optika6 3-18x56 RD FFP;2021-06-11;2021-06-15;United states;MSO USA
1920201;MeoPro HD 80;2021-06-11;2021-06-17;United states;MSO USA
R20117171;Optika6 3-18x56 FFP;2021-06-03;2021-06-19;United states;MSO USA
R19104891;Optika6 2.5-15x44 SFP;2021-06-11;2021-06-19;United states;MSO USA
R19105122;Optika6 2.5-15x44 RD SFP;2021-06-10;2021-06-19;United states;MSO USA
R19105122;Optika6 2.5-15x44 RD SFP;2021-06-10;2021-06-19;United states;MSO USA
R19105122;Optika6 2.5-15x44 RD SFP;2021-06-10;2021-06-19;United states;MSO USA
R21100100;Optika6 4.5-27x50 RD SFP;2021-06-17;2021-06-20;United states;MSO USA
R21100100;Optika6 4.5-27x50 RD SFP;2021-06-17;2021-06-20;United states;MSO USA
R20117313;Optika6 3-18x56 RD FFP;2021-06-19;2021-06-20;United states;MSO USA
R20117313;Optika6 3-18x56 RD FFP;2021-06-19;2021-06-20;United states;MSO USA
R20102410;Optika6 4.5-27x50 SFP;2021-06-20;2021-06-22;United states;MSO USA
200591;MeoStar B1 12x50 HD;2021-06-22;2021-06-22;United states;MSO USA
R20112715;Optika6 4.5-27x50 SFP;2021-06-11;2021-06-22;United states;MSO USA
r20118845;Optika6 3-18x56 RD SFP;2021-05-14;2021-06-22;United states;MSO USA
201321;MeoStar B1 Plus 10x42 HD;2020-12-20;2021-06-23;United states;MSO USA
B190699;MeoPro 8x42 HD;2021-06-15;2021-06-23;United states;MSO USA
b19202289;Optika HD 10x42;2021-06-23;2021-06-24;United states;MSO USA
b19202289;Optika HD 10x42;2021-06-23;2021-06-24;United states;MSO USA
b19202289;Optika HD 10x42;2021-06-23;2021-06-24;United states;MSO USA
R21108274;Optika6 3-18x50 SFP;2021-01-15;2021-06-25;United states;MSO USA
R21108274;Optika6 3-18x50 SFP;2021-01-15;2021-06-25;United states;MSO USA
R21108274;Optika6 3-18x50 SFP;2021-01-15;2021-06-25;United states;MSO USA
R19105122;Optika6 2.5-15x44 RD SFP;2021-06-04;2021-06-26;United states;MSO USA
R19105122;Optika6 2.5-15x44 RD SFP;2021-06-04;2021-06-26;United states;MSO USA
R19105122;Optika6 2.5-15x44 RD SFP;2021-06-04;2021-06-26;United states;MSO USA
201295;MeoStar B1 Plus 10x42 HD;2021-06-26;2021-06-29;United states;MSO USA
r20102298;Optika6 4.5-27x50 SFP;2021-06-28;2021-06-30;United states;MSO USA
B191583;MeoPro 10x42;2020-02-03;2021-07-01;United states;MSO USA
B19202023;Optika HD 8x42;2021-07-01;2021-07-01;United states;MSO USA
R20102511;Optika6 4.5-27x50 SFP;2021-06-05;2021-07-01;United states;MSO USA
R20102300;Optika6 4.5-27x50 SFP;2021-06-15;2021-07-02;United states;MSO USA
R20102300;Optika6 4.5-27x50 SFP;2021-06-15;2021-07-02;United states;MSO USA
R20113744;Optika6 1-6x24 RD SFP;2021-07-01;2021-07-02;United states;MSO USA
R1908749;MeoStar R2 2.5-15x56 RD;2021-07-02;2021-07-03;United states;MSO USA
R19104254;Optika6 2.5-15x44 SFP;2021-07-03;2021-07-03;United states;MSO USA
R21101885;Optika6 3-18x56 FFP;2021-06-05;2021-07-04;United states;MSO USA
B200742;MeoPro 10x42;2021-06-22;2021-07-06;United states;MSO USA
R21105734;Optika6 1-6x24 RD SFP;2021-07-01;2021-07-06;United states;MSO USA
R2002243;MeoStar R2 2-12x50 RD;2021-07-03;2021-07-07;United states;MSO USA
R1906204;MeoPro 4-12x50;2021-06-16;2021-07-07;United states;MSO USA
R1906204;MeoPro 4-12x50;2021-06-16;2021-07-07;United states;MSO USA
R1906216;MeoPro 4-12x50;2021-06-16;2021-07-07;United states;MSO USA
201526;MeoStar B1 12x50 HD;2021-07-02;2021-07-07;United states;MSO USA
59880;MeoPro HD 80;2021-06-18;2021-07-08;United states;MSO USA
1920225;;2021-06-18;2021-07-08;United states;MSO USA
B19202019;MeoPro 8x42 HD;2021-06-30;2021-07-08;United states;MSO USA
R1428544;MeoStar R1r 3-12x56 RD;2021-07-01;2021-07-08;United states;MSO USA
R1612492;ZD 4-16x44;2021-07-06;2021-07-08;United states;MSO USA
B20300510;Optika HD 10x42;2021-07-06;2021-07-09;United states;MSO USA
172563;MeoStar B1 10x42 HD;2021-06-10;2021-07-09;United states;MSO USA
S1601659;MeoStar S2 82 HD;2021-06-23;2021-07-09;United states;MSO USA
B20200373;Optika HD 10x42;2021-05-12;2021-07-10;United states;MSO USA
R20105072;Optika6 2.5-15x44 SFP;2021-07-09;2021-07-10;United states;MSO USA
R21103363;Optika6 3-18x50 RD SFP;2021-07-02;2021-07-10;United states;MSO USA
B20203568;Optika HD 10x42;2021-07-09;2021-07-10;United states;MSO USA
R1723144;MeoStar R1 3-12x56 RD;2021-06-18;2021-07-11;United states;MSO USA
R20102024;Optika6 4.5-27x50 SFP;2021-07-10;2021-07-12;United states;MSO USA
R20115345;Optika6 3-18x50 SFP;2021-07-08;2021-07-12;United states;MSO USA
R1615208;MeoStar R2 8x56 RD;2021-06-27;2021-07-12;United states;MSO USA
S1600206;MeoStar S2 82 HD;2021-07-07;2021-07-13;United states;MSO USA
S1600206;MeoStar S2 82 HD;2021-07-07;2021-07-13;United states;MSO USA
B210327;MeoPro 10x42 HD;2021-07-12;2021-07-13;United states;MSO USA
B210327;MeoPro 10x42 HD;2021-07-12;2021-07-13;United states;MSO USA
B210327;MeoPro 10x42 HD;2021-07-12;2021-07-13;United states;MSO USA
R19110897;Optika6 3-18x50 RD FFP;2021-07-14;2021-07-14;United states;MSO USA
210079;MeoStar B1 Plus 12x50 HD;2021-07-08;2021-07-15;United states;MSO USA
B21201007;Optika HD 10x42;2021-07-04;2021-07-15;United states;MSO USA
B21201007;Optika HD 10x42;2021-07-04;2021-07-15;United states;MSO USA
210100;MeoStar B1 Plus 15x56 HD;2021-06-30;2021-07-16;United states;MSO USA
210100;;2021-06-30;2021-07-16;United states;MSO USA
R20101423;Optika6 3-18x56 SFP;2021-07-12;2021-07-16;United states;MSO USA
B210218;MeoPro 10x42 HD;2021-07-09;2021-07-17;United states;MSO USA
B210218;MeoPro 10x42 HD;2021-07-09;2021-07-17;United states;MSO USA
R20101844;Optika6 4.5-27x50 RD SFP;2021-07-10;2021-07-17;United states;MSO USA
R20101844;Optika6 4.5-27x50 RD SFP;2021-07-10;2021-07-17;United states;MSO USA
r1731031;MeoStar R1 3-12x56 RD;2021-07-17;2021-07-17;United states;MSO USA
R21103202;Optika6 3-18x50 RD SFP;2021-07-13;2021-07-19;United states;MSO USA
R19107282;Optika6 5-30x56 RD FFP;2021-07-12;2021-07-19;United states;MSO USA
B20203435;Optika HD 10x42;2021-07-09;2021-07-19;United states;MSO USA
R21108495;Optika6 3-18x50 RD FFP;2021-07-19;2021-07-19;United states;MSO USA
1032571;MeoPro 3.5-10x44;2021-07-09;2021-07-20;United states;MSO USA
1032571;MeoPro 3.5-10x44;2021-07-09;2021-07-20;United states;MSO USA
1032571;MeoPro 3.5-10x44;2021-07-09;2021-07-20;United states;MSO USA
R20104250;Optika6 3-18x50 SFP;2021-07-19;2021-07-21;United states;MSO USA
B20300824;Optika HD 10x42;2021-07-22;2021-07-22;United states;MSO USA
1920210;MeoPro HD 80;2021-07-19;2021-07-23;United states;MSO USA
R20112181;Optika6 3-18x50 SFP;2021-07-22;2021-07-23;United states;MSO USA
R21106755;Optika6 5-30x56 RD FFP;2021-05-22;2021-07-24;United states;MSO USA
B20203281;Optika HD 10x42;2021-07-23;2021-07-25;United states;MSO USA
B20203281;Optika HD 10x42;2021-07-23;2021-07-25;United states;MSO USA
B21200929;MeoPro 10x42 HD;2021-07-20;2021-07-25;United states;MSO USA
MU1510462;MeoPro 3.5-10x44;2016-09-23;2021-07-26;United states;MSO USA
R20101823;Optika6 4.5-27x50 SFP;2021-07-22;2021-07-27;United states;MSO USA
R20101823;Optika6 4.5-27x50 SFP;2021-07-22;2021-07-27;United states;MSO USA
R20101823;;2021-07-22;2021-07-27;United states;MSO USA
R20101823;;2021-07-22;2021-07-27;United states;MSO USA
B20300695;MeoPro 10x42 HD;2021-07-12;2021-07-27;United states;MSO USA
201345;MeoStar B1 Plus 10x42 HD;2021-07-27;2021-07-28;United states;MSO USA
201345;MeoStar B1 Plus 10x42 HD;2021-07-27;2021-07-28;United states;MSO USA
201345;MeoStar B1 Plus 10x42 HD;2021-07-27;2021-07-28;United states;MSO USA
R20113049;Optika6 4.5-27x50 RD FFP;2021-07-28;2021-07-29;United states;MSO USA
R20113049;Optika6 4.5-27x50 RD FFP;2021-07-28;2021-07-29;United states;MSO USA
R20107807;Optika6 2.5-15x44 SFP;2021-07-22;2021-07-29;United states;MSO USA
R20117254;Optika6 3-18x56 RD FFP;2021-07-22;2021-07-29;United states;MSO USA
1920193;MeoPro HD 80;2021-07-27;2021-07-29;United states;MSO USA
S1600579;MeoStar S2 82 HD;2021-06-30;2021-07-30;United states;MSO USA
R21101245;Optika6 1-6x24 RD SFP;2021-07-12;2021-08-01;United states;MSO USA
R21103484;Optika6 3-18x50 RD SFP;2021-08-02;2021-08-03;United states;MSO USA
R1704198;MeoStar R1 3-12x56 RD;2017-10-27;2021-08-03;United states;MSO USA
R1704198;MeoStar R1 3-12x56 RD;2017-10-27;2021-08-03;United states;MSO USA
R20101338;Optika6 3-18x56 SFP;2021-08-03;2021-08-03;United states;MSO USA
B20300333;Optika HD 10x42;2021-08-03;2021-08-03;United states;MSO USA
190093;MeoStar B1 Plus 10x42 HD;2021-07-30;2021-08-04;United states;MSO USA
R20118169;Optika6 1-6x24 SFP;2021-07-28;2021-08-05;United states;MSO USA
R1726837;MeoStar R1r 3-12x56 RGD;2021-07-23;2021-08-06;United states;MSO USA
R2100853;MeoStar R2 2.5-15x56 RD;2021-07-17;2021-08-09;United states;MSO USA
B20210282;MeoStar B1 10x42 HD;2021-08-09;2021-08-09;United states;MSO USA
181444;MeoStar B1 8x42;2021-08-09;2021-08-10;United states;MSO USA
Mu1511102;MeoPro 4.5-14x50;2021-08-10;2021-08-10;United states;MSO USA
R19103546;Optika6 3-18x50 SFP;2021-08-10;2021-08-11;United states;MSO USA
B20210560;MeoPro 10x42 HD;2021-06-11;2021-08-11;United states;MSO USA
S1300122;MeoPro HD 80;2021-08-11;2021-08-12;United states;MSO USA
R1714891;MeoStar R1 3-12x56;2021-08-08;2021-08-13;United states;MSO USA
R20108943;Optika6 2.5-15x44 RD SFP;2021-08-08;2021-08-13;United states;MSO USA
r1811268;MeoStar R1r 3-12x56;2021-08-10;2021-08-13;United states;MSO USA
S1600283;MeoStar S2 82 HD;2021-08-11;2021-08-14;United states;MSO USA
R21106521;Optika6 5-30x56 RD FFP;2021-08-15;2021-08-15;United states;MSO USA
R19103546;Optika6 3-18x50 SFP;2021-08-10;2021-08-16;United states;MSO USA
R20108875;Optika6 2.5-15x44 SFP;2021-08-11;2021-08-17;United states;MSO USA
R20108875;Optika6 2.5-15x44 SFP;2021-08-11;2021-08-17;United states;MSO USA
R19103183;Optika6 4.5-27x50 RD SFP;2021-08-14;2021-08-17;United states;MSO USA
1920354;MeoPro HD 80;2021-08-15;2021-08-18;United states;MSO USA
B20202433;Optika HD 8x42;2021-08-18;2021-08-18;United states;MSO USA
R19110917;Optika6 3-18x50 SFP;2021-08-17;2021-08-19;United states;MSO USA
R1612495;ZD 4-16x44;2021-08-18;2021-08-20;United states;MSO USA
191382;MeoStar B1.1 8x56;2021-08-06;2021-08-21;United states;MSO USA
R21100882;Optika6 3-18x56 FFP;2021-08-15;2021-08-22;United states;MSO USA
R19103612;Optika6 4.5-27x50 RD FFP;2021-08-10;2021-08-22;United states;MSO USA
R1905393;MeoStar R1r 3-12x56 RD;2021-08-21;2021-08-22;United states;MSO USA
R1905393;MeoStar R1r 3-12x56 RD;2021-08-21;2021-08-22;United states;MSO USA
1920145;MeoPro HD 80;2021-08-06;2021-08-22;United states;MSO USA
B20300513;Optika HD 10x42;2021-08-16;2021-08-22;United states;MSO USA
R20117396;Optika6 3-18x50 RD SFP;2021-08-13;2021-08-23;United states;MSO USA
R20108943;Optika6 2.5-15x44 SFP;2021-08-08;2021-08-23;United states;MSO USA
210074;MeoStar B1 Plus 15x56 HD;2021-08-10;2021-08-23;United states;MSO USA
B20202880;MeoPro 10x42 HD;2021-08-23;2021-08-25;United states;MSO USA
B20202880;MeoPro 10x42 HD;2021-08-23;2021-08-25;United states;MSO USA
B20202880;MeoPro 10x42 HD;2021-08-23;2021-08-25;United states;MSO USA
B20202880;MeoPro 10x42 HD;2021-08-23;2021-08-25;United states;MSO USA
R1805701;MeoStar R1 4-16x44;2021-04-09;2021-08-25;United states;MSO USA
R1808235;MeoStar R1r 3-12x56 RD;2021-08-24;2021-08-25;United states;MSO USA
R20117737;Optika6 4.5-27x50 SFP;2021-08-23;2021-08-26;United states;MSO USA
R21101319;Optika6 1-6x24 SFP;2021-08-08;2021-08-26;United states;MSO USA
S1601393;MeoStar S2 82 HD;2021-08-25;2021-08-26;United states;MSO USA
