serial_number;product_model;purchase_date;registration_date;country;source_note
R1305217;R1 1,5-6x42 RD - 4C;2013-11-18;;ČR;CZ legacy
R1311053;R1r 3-12x56 RGD - 4C;2013-10-05;;ČR;CZ legacy
R1314272;2100 7x50 - 4C;2013-10-21;;ČR;CZ legacy
R1214532;R1 1,5-6x42 RD - 4C;2013-10-18;;ČR;CZ legacy
R1308259;R1 1-4x22 RD - KD;2013-10-21;;ČR;CZ legacy
R1312184;2100 7x50 - 4C;2013-10-14;;ČR;CZ legacy
R1312249;2100 7x50 - 4C;2013-10-14;;ČR;CZ legacy
R1314249;2100 7x50 - 4C;2013-10-24;;ČR;CZ legacy
R1312164;2100 7x50 - 4C;2013-10-03;;ČR;CZ legacy
R1313483;R1r 3-12x56 RD - 4C;2013-10-17;;Slovensko;CZ legacy
R1317603;R1r 3-12x56 RD - 4C;2013-10-18;;ČR;CZ legacy
R1314462;R1r 3-12x56 RD/MR - 4C;2013-10-08;;ČR;CZ legacy
;R1r 3-12x56 RD - 4C;2013-10-23;;Slovensko;CZ legacy
R1310078;R1 7x56 RD - 4C;2013-11-21;;ČR;CZ legacy
R1113390;R1 7x56 RD - 4C;2013-09-30;;Slovensko;CZ legacy
R1315212;R1r 3-12x56 RGD;2013-10-22;;ČR;CZ legacy
R1004104;3000 3-9x42 - ZII;2014-01-24;;ČR;CZ legacy
R1320710;R1r 3-12x56 RGD - 4C;2013-12-27;;ČR;CZ legacy
R1315198;R1r 3-12x56 RGD - 4C;2013-10-30;;ČR;CZ legacy
R1310082;R1 7x56 RD - 4C;2013-11-20;;Slovensko;CZ legacy
R1319114;R1r 3-12x56 RD - 4C;2013-11-15;;ČR;CZ legacy
R1303408;R1r 3-12x56 RGD - 4C;2013-10-27;;ČR;CZ legacy
R1311023;R1r 3-12x56 RGD - 4C;2013-12-05;;Slovensko;CZ legacy
R1319118;R1r 3-12x56 RD - 4C;2013-11-29;;ČR;CZ legacy
R1316259;R1r 3-12x56 RD - 4C;2013-11-06;;ČR;CZ legacy
R1316450;R1r 3-12x56 RD - 4K;2013-12-05;;ČR;CZ legacy
R1319181;R1r 3-12x56 RD - 4K;2013-12-10;;ČR;CZ legacy
R1316027;R1r 3-12x56 RGD - 4C;2013-12-13;;ČR;CZ legacy
R1309453;R1r 3-12x56 RGD - 4C;2013-11-28;;ČR;CZ legacy
R1119200;2100 7x50 - 4C;2013-12-11;;Slovensko;CZ legacy
R1320979;R1r 3-12x56 RD - 4C;2013-12-18;;ČR;CZ legacy
R1319333;R2 2,5-15x56 RD - 4C;2013-12-23;;ČR;CZ legacy
R1319195;R1r 3-12x56 RD - 4K;2013-12-05;;ČR;CZ legacy
R1310943;R1r 3-12x56 RD/MR - 4K;2013-12-17;;ČR;CZ legacy
R1303301;R1r 3-12x56 RGD - 4C;2013-12-12;;ČR;CZ legacy
;1-4x22 RD K-dot;2013-10-25;;ČR;CZ legacy
R1110879;R1 7x56 RD - 4C;2013-12-02;;ČR;CZ legacy
R1320666;R1r 3-12x56 RD - 4C;2013-12-10;;Slovensko;CZ legacy
R1210522;2100 7x50 - 4C;2013-12-23;;ČR;CZ legacy
R1309363;R1r 3-12x56 RGD - 4C;2013-12-19;;ČR;CZ legacy
R1310229;R1 1,5-6x42 RD - 4C;2014-01-09;;ČR;CZ legacy
R1219954;R1r 3-12x56 RD - 4C;2013-12-30;;ČR;CZ legacy
R1318113;R1r 3-12x56 RD;2013-12-30;;ČR;CZ legacy
R1320943;R1r 3-12x56 RD - 4C;2013-12-16;;ČR;CZ legacy
R1120020;2000 7x50 - 1S;2013-12-30;;Slovensko;CZ legacy
R1320978;R1r 3-12x56 RD - 4C;2014-01-09;;ČR;CZ legacy
R1322040;R1r 3-12x56 RD - 4C;2014-01-15;;ČR;CZ legacy
R1311111;R1r 3-12x56 RD - 4C;2014-01-20;;ČR;CZ legacy
R1320929;R1r 3-12x56 RD - 4C;2014-01-13;;ČR;CZ legacy
R1320913;R1r 3-12x56 RD - 4C;2014-01-22;;ČR;CZ legacy
R1316043;R1r 3-12x56 RGD - 4C;2014-01-16;;ČR;CZ legacy
R1219988;R1r 3-12x56 RD - 4C;2014-01-10;;ČR;CZ legacy
R1223144;R1 7x56 RD - 4C;2014-01-22;;ČR;CZ legacy
R1321162;R1r 3-12x56 RD - 4C;2013-12-19;;ČR;CZ legacy
R1314275;2100 7x50 - 4C;2014-01-23;;Slovensko;CZ legacy
R1320392;R1r 3-12x56 RD - 4C;2014-01-16;;ČR;CZ legacy
R1619155;R1 3-12x56 RD;2014-01-16;;ČR;CZ legacy
R1314019;R1 7x56 RD - 4C;2014-02-07;;ČR;CZ legacy
R1320377;R1r 3-12x56 RD - 4C;2014-01-03;;Slovensko;CZ legacy
R1319357;R2 2,5-15x56 RD - 4C;2014-02-04;;ČR;CZ legacy
R1320658;R1r 3-12x56 RD - 4C;2014-01-21;;ČR;CZ legacy
R1314179;6-24x56 RD - Mil Dot 2;2014-02-07;;ČR;CZ legacy
R1322972;R1r 3-12x56 RD - 4K;2014-02-05;;ČR;CZ legacy
R1310289;R1 1,5-6x42 RD - 4C;2014-02-10;;ČR;CZ legacy
R1220173;R1 7x56 RD - 4C;2014-01-29;;ČR;CZ legacy
R1309280;R1 1,5-6x42 RD - 4C;2014-02-10;;Slovensko;CZ legacy
R1320990;R1r 3-12x56 RD - 4C;2014-02-14;;ČR;CZ legacy
R1220168;R1 7x56 RD - 4C;2014-02-11;;ČR;CZ legacy
130673;II 30;2014-01-10;;ČR;CZ legacy
R1320084;6-24x56 RD - Mil Dot 2;2014-04-17;;ČR;CZ legacy
R1407405;R1r 3-12x56 RGD - 4C;2014-04-23;;ČR;CZ legacy
R1400403;R2 2,5-15x56 RD - 4K;2014-04-19;;ČR;CZ legacy
R1323145;R1r 3-12x56 RD - 4C;2014-04-22;;ČR;CZ legacy
R1403409;R2 2,5-15x56 RD - 4K;2014-04-22;;ČR;CZ legacy
R1612156;2100 7x50;2014-04-10;;ČR;CZ legacy
R1318636;2100 7x50 - 4C;2014-02-20;;ČR;CZ legacy
R1306558;R1r 3-12x56 RD - 4C;2014-04-12;;Slovensko;CZ legacy
R1210498;2100 7x50 - 4C;2014-04-15;;ČR;CZ legacy
R1322014;R2 2,5-15x56 RD - 4K;2014-03-31;;ČR;CZ legacy
R1401812;R1r 3-12x56 RGD - 4C;2014-04-05;;ČR;CZ legacy
R1320918;R1r 3-12x56 RD - 4C;2014-04-04;;ČR;CZ legacy
R1319676;R1r 3-12x56 RD/MR - 4C;2014-04-09;;ČR;CZ legacy
R1312647;R1r 3-12x56 RD - 4C;2014-02-28;;ČR;CZ legacy
R1403379;R2 2,5-15x56 RD - 4K;2014-03-31;;ČR;CZ legacy
R1323142;R1r 3-12x56 RD - 4C;2014-03-28;;ČR;CZ legacy
R1401823;R1r 3-12x56 RGD - 4C;2014-04-01;;ČR;CZ legacy
R1322612;R1r 3-12x56 RD - 4C;2014-03-28;;ČR;CZ legacy
R1401849;R1r 3-12x56 RGD - 4C;2014-03-31;;Slovensko;CZ legacy
R1306739;R1r 3-12x56 RD - 4K;2014-03-28;;Slovensko;CZ legacy
R1311179;2100 3-12x50 - 4C;2014-03-10;;ČR;CZ legacy
R1311194;2100 3-12x50 - 4C;2014-03-28;;ČR;CZ legacy
R1319194;R1r 3-12x56 RD - 4K;2014-03-21;;ČR;CZ legacy
R1205234;2100 3-12x50 - 4C;2014-03-11;;ČR;CZ legacy
R1200077;R1 7x56 RD - 4C;2014-03-11;;ČR;CZ legacy
R1322143;R1r 3-12x56 RGD - 4C;2014-03-07;;ČR;CZ legacy
R0711158;2000 3-9x42 - Z;2014-03-12;;ČR;CZ legacy
R1109748;R1 7x56 RD - 4C;2014-03-14;;ČR;CZ legacy
R1323123;R1r 3-12x56 RD - 4C;2014-03-12;;ČR;CZ legacy
R1306666;R1r 3-12x56 RD - 4C;2013-12-19;;Slovensko;CZ legacy
R1313097;2100 7x50 - 4C;2014-01-31;;Slovensko;CZ legacy
R1319398;R1 7x56 RD - 4C;2014-02-12;;ČR;CZ legacy
R1222335;R1r 3-12x56 RGD;2014-02-21;;Slovensko;CZ legacy
R1317944;1-6x24 RD;2014-02-18;;ČR;CZ legacy
R1322230;R1r 3-12x56 RD - 4C;2014-02-27;;Slovensko;CZ legacy
R1322058;R1r 3-12x56 RD - 4C;2014-02-03;;ČR;CZ legacy
R1320371;R1r 3-12x56 RD - 4C;2014-02-12;;Slovensko;CZ legacy
R1322630;R1r 3-12x56 RD - 4C;2014-02-06;;ČR;CZ legacy
R1320233;R1r 3-12x56 RGD - 4C;2014-02-14;;ČR;CZ legacy
R1320238;R1r 3-12x56 RGD - 4C;2014-02-18;;ČR;CZ legacy
R1300944;R1 7x56 RD - 4C;2014-04-03;;Slovensko;CZ legacy
R1404196;R1r 3-12x56 RD - 4C;2014-04-16;;ČR;CZ legacy
R1315225;R1r 3-12x56 RGD - 4C;2014-04-17;;ČR;CZ legacy
R1405263;R1r 3-12x56 RD - 4C;2014-04-15;;Slovensko;CZ legacy
R1417136;R2 2,5-15x56 RD - 4C;2014-04-25;;ČR;CZ legacy
R1407453;R1r 3-12x56 RGD - 4C;2014-05-06;;ČR;CZ legacy
R1320083;6-24x56 RD - Mil Dot 2;2014-04-24;;ČR;CZ legacy
R1319781;2100 7x50 - 4C;2014-04-23;;Slovensko;CZ legacy
R1405488;R1r 3-12x56 RD - 4C;2014-05-06;;ČR;CZ legacy
R1320877;R1r 3-12x56 RD - 4C;2013-12-27;;Slovensko;CZ legacy
R1318024;R1r 3-12x56 RD - 4C;2014-05-03;;Slovensko;CZ legacy
R1322745;R1r 3-12x56 RD - 4C;2014-03-15;;ČR;CZ legacy
R1306582;R1r 3-12x56 RD - 4K;2014-05-16;;ČR;CZ legacy
;R1r;2014-05-02;;Slovensko;CZ legacy
R1213334;R1 1,5-6x42 RD - 4C;2014-03-27;;ČR;CZ legacy
R1310294;R1 1,5-6x42 RD - 4C;2014-05-14;;ČR;CZ legacy
R1308111;R1r 3-12x56 RD - 4C;2014-05-15;;ČR;CZ legacy
R1117898;R1 1,5-6x42 RD - 4C;2014-05-22;;Slovensko;CZ legacy
R1404803;R2 2,5-15x56 RD - 4C;2014-04-23;;ČR;CZ legacy
R1403581;R1r 3-12x56 RD - 4C;2014-05-22;;ČR;CZ legacy
R1310264;R1 1,5-6x42 RD - 4C;2014-05-19;;ČR;CZ legacy
R1323051;R1r 3-12x56 RD - 4C;2014-05-22;;ČR;CZ legacy
R1402613;R1r 3-12x56 RD - 4C;2014-04-01;;ČR;CZ legacy
R1400490;R1r 3-12x56 RD/MR - 4C;2014-05-23;;ČR;CZ legacy
R1321298;2100 7x50 - 4C;2014-05-23;;ČR;CZ legacy
R1406379;R1r 3-12x56 RD - 4C;2014-06-05;;Slovensko;CZ legacy
R1310993;R1r 3-12x56 RD/MR - 4K;2014-04-28;;ČR;CZ legacy
R1409322;R1r 3-12x56 RGD - 4C;;;Slovensko;CZ legacy
R1408607;R1r 3-12x56 RD - 4C;2014-06-05;;ČR;CZ legacy
R1319149;R1r 3-12x56 RD - 4K;2014-05-24;;ČR;CZ legacy
R1319524;R1 1-4x22 RD - KD;2014-06-02;;ČR;CZ legacy
R1312269;R1 1-4x22 RD - KD;2014-05-14;;ČR;CZ legacy
R1319397;R1 7x56 RD - 4C;2014-05-23;;ČR;CZ legacy
R1310290;R1 1,5-6x42 RD - 4C;2014-05-23;;ČR;CZ legacy
R1317069;2000 1,5-6x42 - 4;2014-05-30;;Slovensko;CZ legacy
R1322657;R1r 3-12x56 RD - 4C;2014-05-28;;ČR;CZ legacy
R1406251;R1 7x56 - 1;2014-06-12;;ČR;CZ legacy
R1400725;R1 4-16x44 - MIL DOT;2014-06-09;;ČR;CZ legacy
R1314294;2100 7x50 - 4C;2014-06-13;;ČR;CZ legacy
R1408614;R1r 3-12x56 RD - 4C;2014-06-15;;Slovensko;CZ legacy
R1402220;R1 7x56 RD - 4C;2014-06-13;;ČR;CZ legacy
R1318700;R1 7x56 RD - 4C;2014-06-16;;ČR;CZ legacy
R1401632;2100 7x50 - 4C;2014-06-19;;ČR;CZ legacy
R1408681;R1r 3-12x56 RD - 4C;2014-06-05;;ČR;CZ legacy
R1119195;2100 7x50 - 4C;2014-06-20;;ČR;CZ legacy
R1401756;R1r 3-12x56 RD;2014-02-12;;ČR;CZ legacy
R1300959;R1 7x56 RD - 4C;2014-06-24;;ČR;CZ legacy
R1218538;R1 1-4x22 RD - KD;2014-05-23;;ČR;CZ legacy
R1404226;R1r 3-12x56 RD - 4C;2014-06-03;;ČR;CZ legacy
R1407937;2100 3-12x50 - 4C;2014-07-01;;Slovensko;CZ legacy
R1408202;R2 2,5-15x56 RD - 4C;2014-06-25;;ČR;CZ legacy
141056;III 50;2014-07-01;;ČR;CZ legacy
R1404212;R1r 3-12x56 RD - 4C;2014-07-01;;Slovensko;CZ legacy
R1404242;R1r 3-12x56 RD - 4C;2014-06-11;;ČR;CZ legacy
R1410601;R1r 3-12x56 RD - 4C;2014-06-23;;Slovensko;CZ legacy
R1405529;R1r 3-12x56 RD - 4C;2014-06-25;;ČR;CZ legacy
R1408093;R1r 3-12x56 RD - 4C;2014-06-12;;Slovensko;CZ legacy
R1401750;6-24x56 RD - Mil Dot 2;2014-07-04;;ČR;CZ legacy
140595;III 30;2014-07-03;;ČR;CZ legacy
R1402226;R1 7x56 RD - 4C;2014-06-26;;ČR;CZ legacy
R1414338;R1r 3-12x56 RD - 4C;2014-07-21;;Slovensko;CZ legacy
R1408208;R2 2,5-15x56 RD - 4C;2014-08-04;;ČR;CZ legacy
R1416035;R1r 3-12x56 RD - 4C;2014-07-14;;Slovensko;CZ legacy
R1408704;R1r 3-12x56 RD - 4C;2014-07-01;;Slovensko;CZ legacy
R1407403;R1r 3-12x56 RGD - 4C;2014-06-06;;ČR;CZ legacy
R1318025;R1r 3-12x56 RD - 4C;2014-06-03;;ČR;CZ legacy
R1405298;R1r 3-12x56 RD - 4C;2014-07-04;;ČR;CZ legacy
R1322121;R1r 3-12x56 RGD - 4C;2014-06-26;;ČR;CZ legacy
R1404250;R1r 3-12x56 RD - 4C;2014-07-02;;ČR;CZ legacy
R1401636;2100 7x50 - 4C;2014-07-04;;ČR;CZ legacy
R1404941;R1r 3-12x56 RD - 4C;2014-07-11;;ČR;CZ legacy
R1313602;2100 3-12x50 - 4C;2014-03-18;;ČR;CZ legacy
R1310901;2100 3-12x50 - 4C;2014-07-07;;ČR;CZ legacy
R1407449;R1r 3-12x56 RGD;2014-06-24;;ČR;CZ legacy
R1402231;R1 7x56 RD - 4C;2014-07-17;;ČR;CZ legacy
R1321610;R1 7x56 RD - 4C;2014-08-05;;ČR;CZ legacy
R1310315;R1 1,5-6x42 RD - 4C;2014-08-01;;ČR;CZ legacy
R1413086;R1r 3-12x56 RD - 4C;2014-08-01;;Slovensko;CZ legacy
R1413175;R1r 3-12x56 RD - 4C;2014-08-05;;ČR;CZ legacy
R1414451;R2 1,7-10x42 RD - 4C;2014-08-14;;ČR;CZ legacy
;3-12x56 RGD;2014-08-14;;ČR;CZ legacy
R1400524;R1r 3-12x56 RD/MR - 4C;2014-08-13;;ČR;CZ legacy
R1415474;R1r 3-12x56 RD - 4K;2014-08-21;;ČR;CZ legacy
R1408642;R1r 3-12x56 RD - 4C;2014-06-19;;Slovensko;CZ legacy
R1406465;R1r 3-12x56 RD - 4C;2014-07-30;;ČR;CZ legacy
R1405756;R1r 3-12x56 RD - 4C;2014-07-16;;Slovensko;CZ legacy
R1405815;R1r 3-12x56 RD - 4C;2014-07-16;;Slovensko;CZ legacy
R1413060;R1r 3-12x56 RD - 4C;2014-08-06;;ČR;CZ legacy
R1320475;6-24x56 RD - Mil Dot 2;2014-08-22;;ČR;CZ legacy
R1319588;R1 1-4x22 RD - KD;2014-08-25;;ČR;CZ legacy
R1402537;R1r 3-12x56 RD - 4K;2014-08-25;;ČR;CZ legacy
R1320401;6-24x56 RD - Mil Dot 2;2014-08-27;;ČR;CZ legacy
R1315254;R1 7x56 RD - 4C;2014-08-26;;ČR;CZ legacy
R1214593;R1 1,5-6x42 RD - 4C;2014-08-14;;ČR;CZ legacy
R1318657;2100 7x50 - 4C;2014-08-04;;ČR;CZ legacy
R1402219;7x56;;;Germany;CZ legacy
R1321089;R1r 3-12x56 RD/MR;;;Germany;CZ legacy
R1300329;1-4x22 MR;;;Germany;CZ legacy
R1201535;1,5-6x42 RD;;;Germany;CZ legacy
R1322781;R2 2,5-15x56 RD;;;Germany;CZ legacy
R1405959;R2 1-6x24 RD - K-DOT 2;2014-09-01;;ČR;CZ legacy
R1407298;2100 7x50 - 4C;2014-09-01;;ČR;CZ legacy
R1410732;R1 7x56 RD - 4C;2014-08-18;;ČR;CZ legacy
R1412433;R1r 3-12x56 RD - 4C;2014-08-06;;ČR;CZ legacy
R1319617;R1 1-4x22 RD - KD;2014-09-04;;ČR;CZ legacy
R1413261;R1r 3-12x56 RD - 4C;2014-08-22;;ČR;CZ legacy
R1403697;2100 3-12x50 - 4C;2014-08-08;;Slovensko;CZ legacy
R1117006;R1r 3-12x56 RD - 4K;2014-09-01;;ČR;CZ legacy
R1412802;R2 2,5-15x56 RD MR - 4K;2014-09-10;;ČR;CZ legacy
R1410515;R1r 3-12x56 RD - 4C;2014-08-20;;ČR;CZ legacy
R1416213;R1r 3-12x56 RD - 4C;2014-09-05;;Slovensko;CZ legacy
141472;III 30;2014-09-15;;ČR;CZ legacy
R0824726;R1 3-12x56 - 1;2014-09-23;;ČR;CZ legacy
R1321990;R2 2,5-15x56 RD - 4K;2014-09-22;;ČR;CZ legacy
R1306484;R1r 3-12x56 RD - 4C;2014-09-17;;Slovensko;CZ legacy
R1414288;R1r 3-12x56 RD - 4C;2014-09-05;;Slovensko;CZ legacy
R1414126;R1r 3-12x56 RD - 4C;2014-09-10;;ČR;CZ legacy
R1200145;R1r 3-12x56 RD - 4K;2014-07-18;;ČR;CZ legacy
R1316403;R1r 3-12x56 RD - 4K;2014-09-11;;Slovensko;CZ legacy
R1413249;R1r 3-12x56 RD - 4C;2014-08-25;;Slovensko;CZ legacy
R1406257;R1 7x56 - 1;2014-08-29;;ČR;CZ legacy
R1210534;2100 7x50 - 4C;2014-07-14;;ČR;CZ legacy
R1315562;R1 3-10x50 - 4;2014-09-25;;Slovensko;CZ legacy
R1415458;R1r 3-12x56 RD - 4K;2014-10-01;;ČR;CZ legacy
R1314004;R1 7x56 RD - 4C;2014-10-01;;ČR;CZ legacy
R1411842;R1r 3-12x56 RD/MR - 4C;2014-09-04;;ČR;CZ legacy
R1402251;R1 7x56 RD - 4C;2014-09-16;;ČR;CZ legacy
R1320660;R1r 3-12x56 RD - 4C;2014-09-03;;Slovensko;CZ legacy
R1319117;R1r 3-12x56 RD - 4C;2014-10-03;;ČR;CZ legacy
R1414353;R1r 3-12x56 RD - 4C;2014-10-06;;Slovensko;CZ legacy
R1417113;R2 2,5-15x56 RD - 4C;2014-10-09;;ČR;CZ legacy
R1406692;6-24x56 RD - Mil Dot 2;2014-10-24;;ČR;CZ legacy
R1416326;R1r 3-12x56 RD - 4C;2014-10-24;;ČR;CZ legacy
R1414313;R1r 3-12x56 RD 4C;2014-10-07;;Slovensko;CZ legacy
R1407390;R1r 3-12x56 RGD - 4C;2014-09-25;;Slovensko;CZ legacy
R1416970;R1r 3-12x56 RD - 4C;2014-10-25;;Slovensko;CZ legacy
R1402240;R1 7x56 RD - 4C;2014-08-24;;ČR;CZ legacy
R1221987;R1 7x56 RD - 4C;2014-10-01;;ČR;CZ legacy
R1412863;R2 2,5-15x56 RD - 4K;2014-11-03;;ČR;CZ legacy
R1321259;2000 4x32 - 4;2014-10-24;;Slovensko;CZ legacy
;;2014-10-03;;ČR;CZ legacy
R1404598;R1r 3-12x56 RGD - 4C;2014-11-04;;ČR;CZ legacy
R1401662;2100 7x50 - 4C;2014-10-10;;Slovensko;CZ legacy
R1416182;R1r 3-12x56 RD - 4K;2014-10-29;;Slovensko;CZ legacy
R1416528;R1r 3-12x56 RD - 4C;2014-11-06;;ČR;CZ legacy
R1401837;R1r 3-12x56 RGD - 4C;2014-11-03;;ČR;CZ legacy
R1200302;2000 7x50 - 1S;2014-08-11;;ČR;CZ legacy
R1421862;R2 2,5-15x56 RD - 4C;2014-11-07;;ČR;CZ legacy
R1422248;R2 2-12x50 RD - 4K;2014-11-07;;ČR;CZ legacy
R1607210;2100 3-12x50 RD 4C;2014-07-21;;ČR;CZ legacy
R1313562;3-12x50 - Mil-Dot;2014-11-20;;Slovensko;CZ legacy
R1319930;R1 1-4x22 RD/MR - KD;2014-11-18;;ČR;CZ legacy
141938;III 30;2014-11-08;;ČR;CZ legacy
;R1r 3-12x56 RD 4C;2014-10-15;;ČR;CZ legacy
R1412408;R1r 3-12x56 RD - 4C;2014-10-21;;ČR;CZ legacy
;1,5-6x42 RD;2012-12-13;;Slovensko;CZ legacy
R0826255;2000 3-9x42 - 1S;2014-11-13;;Slovensko;CZ legacy
R1416206;R1r 3-12x56 RD - 4K;2014-11-19;;ČR;CZ legacy
R1414202;R1r 3-12x56 RD - 4C;2014-10-29;;ČR;CZ legacy
R1415570;R1r 3-12x56 RD - 4K;2014-01-26;;ČR;CZ legacy
R1407431;R1r 3-12x56 RGD - 4C;2014-12-10;;ČR;CZ legacy
R1417460;R1 7x56 RD - 4C;2014-11-20;;ČR;CZ legacy
R1404992;R1 7x56 RD - 4C;2014-11-07;;ČR;CZ legacy
R1417911;R2 2-12x50 RD 4C;06.10.2014;;ČR;CZ legacy
R1418531;R1r 3-12x56 RGD 4C;2014-11-14;;ČR;CZ legacy
R1310100;R1 7x56 RD - 4C;2014-11-10;;ČR;CZ legacy
R1403702;2100 7x50 4C;2014-11-28;;ČR;CZ legacy
R1421477;R1 1,5-6x42 RD - 4C;2014-11-19;;Slovensko;CZ legacy
R1409086;R2 2,5-15x56 RD 4C;2014-12-04;;ČR;CZ legacy
R1408016;R1r 3-12x56 RD 4K;2014-12-15;;ČR;CZ legacy
R1419650;R1r 3-12x56 RD 4C;2014-12-09;;ČR;CZ legacy
R1416092;R1r 3-12x56 RD 4C;2014-10-02;;ČR;CZ legacy
R1413234;R1r 3-12x56 RD - 4C;2014-11-05;;ČR;CZ legacy
R1313105;2100 7x50 - 4C;2014-12-08;;ČR;CZ legacy
R1419935;R1 7x56 RD - 4C;2014-12-11;;ČR;CZ legacy
R1416111;R1r 3-12x56 RD 4C;2014-11-24;;ČR;CZ legacy
141103;III 50;2014-12-15;;ČR;CZ legacy
0 2551;2000 2-8x42 - 1;2014-12-16;;ČR;CZ legacy
R1421896;R2 2,5-15x56 RD 4C;2014-12-04;;ČR;CZ legacy
R1416733;"R1r 3-12x56 RGD 4C;";2014-12-29;;ČR;CZ legacy
R1413237;R1r 3-12x56 RD 4C;2014-09-06;;ČR;CZ legacy
R1413759;6-24x56 RD - Mil Dot 2;2014-07-18;;ČR;CZ legacy
R1306486;R1r 3-12x56 RD - 4C;2014-12-19;;Slovensko;CZ legacy
R1419848;R1r 3-12x56 RD - 4C;2014-12-15;;ČR;CZ legacy
R1320426;6-24x56 RD - Mil Dot 2;2015-01-13;;ČR;CZ legacy
140760;III 30;2015-01-16;;ČR;CZ legacy
R1407325;2100 7x50 4C;2015-01-15;;ČR;CZ legacy
R1406755;2100 3-12x50 4C;2014-12-19;;Slovensko;CZ legacy
R1419826;R1r 3-12x56 RD 4C;2014-12-27;;ČR;CZ legacy
R1314759;2100 3-12x50 - 4C;2014-12-16;;Slovensko;CZ legacy
R1415490;R1r 3-12x56 RD - 4K;2014-12-18;;ČR;CZ legacy
R1420692;R1 1-4x22 RD KD;2014-12-18;;Slovensko;CZ legacy
R1420040;R1r 3-12x56 RD 4C;2015-01-22;;Slovensko;CZ legacy
R1420361;R1r 3-12x56 RGD 4C;2015-01-30;;ČR;CZ legacy
R1500604;R1 7x56 - 1;2015-02-02;;Slovensko;CZ legacy
R1407861;R2 2-12x50 RD - 4C;2015-02-05;;ČR;CZ legacy
R1415480;R1r 3-12x56 RD 4K;2015-02-01;;ČR;CZ legacy
R1409096;R2 2,5-15x56 RD 4C;2015-02-05;;ČR;CZ legacy
R1419786;R1r 3-12x56 RD 4C;2015-02-06;;ČR;CZ legacy
R1416524;R1r 3-12x56 RD - 4C;2015-03-24;;ČR;CZ legacy
R1502276;R2 2,5-15x56 RD - 4K;2015-05-06;;ČR;CZ legacy
R1500910;R1 7x56 RD;2015-05-23;;ČR;CZ legacy
R1415172;R2 2,5 -15x56 RD/MR;04.12.2014;;ČR;CZ legacy
R1507064;R2 2,5-15x56 RD;2015-05-20;;ČR;CZ legacy
R1428415;R1r 3-12x56 RD;2015-05-20;;ČR;CZ legacy
R1500913;R1 7x56 RD;2015-05-05;;ČR;CZ legacy
R1425589;R2 2-12x50 RD;2015-04-16;;ČŘ;CZ legacy
R1421983;R1r 3-12x56 RD - 4C;2015-05-21;;Slovensko;CZ legacy
R1422505;2100 3-12x50 - 4C;2015-05-26;;ČR;CZ legacy
R1411862;R1r 3-12x56 RD/MR - 4C;2015-05-28;;ČR;CZ legacy
R1427720;R2 2,5-15x56 RD;2015-05-28;;ČR;CZ legacy
R1310947;R1r 3-12x56 RD/MR - 4K;2015-04-30;;ČR;CZ legacy
R1421341;R1r 3-12x56 RD;2015-05-20;;ČR;CZ legacy
R1307334;R1 3-10-Z-PLEX;2015-06-01;;Slovensko;CZ legacy
R1420155;2000 6x42 - Z;2015-06-01;;ČR;CZ legacy
R1503353;R2 2,5-15x56 RD;2015-06-05;;Slovensko;CZ legacy
R1313681;2000 4x32 - 4A;2015-05-28;;ČR;CZ legacy
R1423022;R1r 3-12x56 RD - 4C;2015-06-04;;Slovensko;CZ legacy
R1310865;2100 3-12x50 - 4C;2015-05-26;;Slovensko;CZ legacy
R1428042;R2 2,5-15x56 RD - 4C;;;Slovensko;CZ legacy
R1418270;R1r 3-12x56 RD - 4C;2015-06-12;;ČR;CZ legacy
R1506425;R2 2-12x50 RD - 4K;2015-06-10;;Slovensko;CZ legacy
R1408494;ZD 4-16x44 -Mil-Dot spec.;2015-06-18;;ČR;CZ legacy
R1421989;R1r 3-12x56 RD - 4C;2015-06-08;;ČR;CZ legacy
R1300959;R1 7x56 RD - 4C;2015-06-24;;ČR;CZ legacy
R1218538;R1 1-4x22 RD - KD;2015-05-23;;ČR;CZ legacy
R1404226;R1r 3-12x56 RD - 4C;2015-06-03;;ČR;CZ legacy
R1427739;R2 2,5 -15x56 RD;2015-05-25;;Slovensko;CZ legacy
R1413851;R2 2,5-15x56 RD - 4C;2015-03-02;;ČR;CZ legacy
R1420149;R1r 3-12x56 RD;;;Slovensko;CZ legacy
R1425516;2-12x50 RD;2015-05-12;;Slovensko;CZ legacy
R1503447;R2 2,5-15x56 RD;;;Slovensko;CZ legacy
R1405431;R1 4-16x44 - MW;2015-03-02;;ČR;CZ legacy
R1428418;R1r 3-12x56 RD;2015-07-01;;ČR;CZ legacy
R1320518;R2 1-6x24 RD - 4C;2015-02-20;;ČR;CZ legacy
R1416651;R1r 3-12x56 RD - 4C;2015-02-24;;ČR;CZ legacy
R1425634;R1r 3-12x56 RD;2015-01-14;;Slovensko;CZ legacy
R1426658;R1r 3-12x56 RGD;2015-02-13;;Slovensko;CZ legacy
R1421256;R1r 3-12x56 RD;2015-02-12;;ČR;CZ legacy
R1419630;R1r 3-12x56 RD - 4C;2015-02-13;;ČR;CZ legacy
R1223287;2000 1,5-6x42 -1S;2014-12-05;;Slovensko;CZ legacy
R1419294;R1r 3-12x56 RD;2014-11-06;;Slovensko;CZ legacy
R1402898;R1r 3-12x56 RD - 4C;2014-05-05;;ČR;CZ legacy
