serial_number;product_model;purchase_date;registration_date;country;source_note
R1320519;R2 1-6x24RD-K-DOT 2;2015-03-09;;ČR;CZ legacy
R1408114;R1r 3-12x56 RD 4K;2015-03-12;;ČR;CZ legacy
R1422058;R1r 3-12x56 RD;2015-03-09;;ČR;CZ legacy
R1313564;2100 3-12x50 - 4C;2015-03-23;;ČR;CZ legacy
R1419799;R1r 3-12x56 RD - 4C;2015-03-23;;ČR;CZ legacy
R1120932;2000 4x32 - 1S;2015-03-05;;ČR;CZ legacy
R1417975;R2 2-12x50RD-4K;2015-04-09;;ČR;CZ legacy
R1420388;R1 1,5-6x42 RD;2015-03-31;;ČR;CZ legacy
R1427956;R2 2,5-15x56 RD;2015-04-17;;ČR;CZ legacy
R1417523;4-16x44 -Mil-Dot spec.;2015-04-21;;ČR;CZ legacy
R1418553;R1r 3-12x56 RGD;2015-04-04;;ČR;CZ legacy
R1320076;ZD 6-24x56 RD- Mil Dot 2;2015-04-28;;ČR;CZ legacy
R1408502;4 - 16x44-Mil-Dot spec.;2015-04-28;;ČR;CZ legacy
R1418612;R2 1,7-10x42 RD;2015-04-16;;ČR;CZ legacy
R1417505;2100 3-12 x 50 RD;2015-04-10;;Slovensko;CZ legacy
R1313123;2100 7x50;2015-04-10;;ČR;CZ legacy
R1420146;R1r 3-12x56 RD;2015-04-01;;Slovensko;CZ legacy
R1502746;R1r 3-12x56 RD;2015-04-24;;Slovensko;CZ legacy
R1501471;R1r 3-12x56 RD;2015-05-02;;Slovensko;CZ legacy
R1425501;R2 2-12x50 RD - 4C;2015-05-04;;Slovensko;CZ legacy
R1420142;R1r 3-12x56 RD;2015-05-12;;Slovensko;CZ legacy
R1502153;ZD 6-24x56 RD - Mil Dot 2;2015-05-12;;ČR;CZ legacy
130 715;II 30;2015-05-21;;ČR;CZ legacy
R1425949;R2 2,5-15x56 RD 4K;30.06.2015;;Slovensko;CZ legacy
R1422240;R2 2-12x50 RD 4K;16.4.2015;;ČR;CZ legacy
141007;III 50;07.08.2015;;ČR;CZ legacy
R1505202;R2 2,5-15x56 RD 4C;15.06.2015;;ČR;CZ legacy
R1412875;R2 2,5-15x56 RD 4K;22.10.2014;;ČR;CZ legacy
R1507146;R2 2,5-15x56 RD/MR 4K;29.07.2015;;ČR;CZ legacy
R1422134;R1r 3-12x56 RD 4C;10.07.2015;;ČR;CZ legacy
R1507121;R2 2,5-15x56 RD 4K;14.07.2015;;ČR;CZ legacy
R1423720;R1 7x56 RD - 4C;14.07.2015;;ČR;CZ legacy
R1500633;R2 1-6x24 RD/MR K-Dot2;14.07.2015;;ČR;CZ legacy
R1422262;2100 7x50 4C;24.06.2015;;ČR;CZ legacy
R1424726;ZD 6-24x56 RD Mil-Dot 2;10.08.2015;;ČR;CZ legacy
R1319522;R1 1-4x22 RD - KD;02.07.2015;;ČR;CZ legacy
R1410252;2100 7x50 - 4C;07.07.2015;;ČR;CZ legacy
150293;III 30;13.07.2015;;ČR;CZ legacy
R1401639;2100 7x50 - 4C;27.07.2015;;ČR;CZ legacy
R1221259;ZD 1-4x22 RD - K-5,56;11.08.2015;;ČR;CZ legacy
R1314014;R1 7x56 RD - 4C;10.08.2015;;ČR;CZ legacy
R1507085;R2 2,5-15x56 RD 4C;04.08.2015;;Slovensko;CZ legacy
R1503031;R2 2,5-15x56 RD 4K;31.07.2015;;Slovensko;CZ legacy
R1514462;R1 3-12x56 RD - 4C;25.08.2015;;ČR;CZ legacy
R1418561;R1r 3-12x56 RGD - 4C;24.08.2015;;ČR;CZ legacy
R1510645;R2 2,5-15x56 RD 4C;27.08.2015;;ČR;CZ legacy
R1511653;R1r 3-12x56 RD 4C;27.08.2015;;ČR;CZ legacy
R1427777;R2 2-12x50 RD 4K;01.09.2015;;ČR;CZ legacy
R1425632;R1r 3-12x56 RD 4C;24.07.2015;;ČR;CZ legacy
R1507979;R1r 3-12x56 RD 4K;01.09.2015;;ČR;CZ legacy
R1505208;R2 2,5-15x56 RD 4C;01.09.2015;;ČR;CZ legacy
R1409082;R2 2,5-15x56 RD 4C;28.11.2014;;Slovensko;CZ legacy
0 4100361;R1 4-16x44 - MIL DOT;03.09.2015;;ČR;CZ legacy
R1422762;2100 7x50;01.07.2015;;ČR;CZ legacy
R1501571;R1 1,5-6x42 RD 4C;18.08.2015;;Slovensko;CZ legacy
R1323150;R1r 3-12x56 RD - 4C;04.09.2015;;ČR;CZ legacy
R1000228;R1 3-12x56 RD/MR 4C;08.12.2010;;ČR;CZ legacy
R1506855;2100 7x50 4C;26.08.2015;;Slovensko;CZ legacy
R1505278;R2 2,5-15x56 RD 4C;09.09.2015;;Slovensko;CZ legacy
R1513202;R2 2,5 -15x56 RD 4C;28.08.2015;;Slovensko;CZ legacy
R1508397;R2 2,5-15x56 RD 4K;15.09.2015;;ČR;CZ legacy
R1503456;R2 2,5-15x56 RD 4C;09.09.2015;;Slovensko;CZ legacy
R1513359;2100 7x50 4C;;;Slovensko;CZ legacy
R1513868;R2 2,5-15x56 RD MR - 4C;27.02.2015;;ČR;CZ legacy
R1514786;R1r 3-12x56 RD 4C;31.08.2015;;Slovensko;CZ legacy
R1011494;2100 7x50 ;16.02.2011;;ČR;CZ legacy
R1120352;R1 7x56 - 4;18.09.2015;;Slovensko;CZ legacy
R1513753;R1r 3-12x56 RD-4C;;;ČR;CZ legacy
R1513759;R1r 3-12x56 RD-4C;;;ČR;CZ legacy
R1509675;R1r 3-12x56 RD/MR - 4C;;;ČR;CZ legacy
R1509674;R1r 3-12x56 RD/MR - 4C;;;ČR;CZ legacy
R1509681;R1r 3-12x56 RD/MR - 4C;;;ČR;CZ legacy
R1509688;R1r 3-12x56 RD/MR - 4C;;;ČR;CZ legacy
R1509738;R1r 3-12x56 RD/MR - 4C;;;ČR;CZ legacy
R1509726;R1r 3-12x56 RD/MR - 4C;;;ČR;CZ legacy
R1500966;R1r 3 -12x56 RGD – 4C;;;ČR;CZ legacy
R1511260;R2 2,5-15x56 RD 4K;23.09.2015;;ČR;CZ legacy
R1515115;R1r 3-12x56 RD 4C;06.10.2015;;ČR;CZ legacy
R1513695;R1r 3-12x56 RD 4K;08.09.2015;;Slovensko;CZ legacy
R1320671;R1r 3-12x56 RD - 4C;14.08.2015;;Slovensko;CZ legacy
R1423188;R2 2-12x50 RD 4C;12.06.2015;;Slovensko;CZ legacy
R;;26.08.2015;;Slovensko;CZ legacy
R0803033;R1 3-10x50 - 4;05.02.2014;;Slovensko;CZ legacy
R1428412;R1r 3-12x56 RD 4C;08.10.2015;;Slovensko;CZ legacy
R1415471;R1r 3-12x56 RD - 4K;25.09.2015;;Slovensko;CZ legacy
R1421246;R1r 3-12x56 RD 4C;16.10.2015;;ČR;CZ legacy
R1505225;R2 2,5-15x56 RD 4C;;;Slovensko;CZ legacy
R1501508;R1r 3-12x56 RD 4C;18.10.2015;;ČR;CZ legacy
R1423749;R1 7x56 RD - 4C;14.10.2015;;ČR;CZ legacy
R1420078;R1r 3-12x56 RD 4C;16.10.2015;;Slovensko;CZ legacy
R1417474;R1 7x56 RD - 4C;29.09.2015;;ČR;CZ legacy
R1405979;R2 1-6x24 RD - K-DOT 2;09.10.2015;;Slovensko;CZ legacy
R1515071;R1r 3-12x56 RD 4C;27.10.2015;;ČR;CZ legacy
R1423521;R1 1,5-6x42 RD 4C;26.10.2015;;ČR;CZ legacy
R1513740;R1r 3-12x56 RD 4C;07.2015;;Slovensko;CZ legacy
R1515621;R1r 3-12x56 RD 4C;02.10.2015;;Slovensko;CZ legacy
R1419706;R1r 3-12x56 RD - 4C;26.10.2015;;ČR;CZ legacy
R1311313;ZD 3-12x56 - V-Dot;07.10.2015;;ČR;CZ legacy
R1421258 ;R1r 3-12x56 RD 4C;11.09.2015;;ČR;CZ legacy
R1510821;R1r 3-12x56 RD 4K;06.11.2015;;ČR;CZ legacy
R1416138;R1r 3-12x56 RD 4K;09.11.2015;;ČR;CZ legacy
R1416747;R1r 3-12x56 RGD 4C;19.10.2015;;ČR;CZ legacy
R1506347;2-12x50 RD 4K;16.10.2015;;ČR;CZ legacy
R1416728;R1r 3-12x56 RGD 4C;14.09.2015;;ČR;CZ legacy
R1505206;R2 2,5-15x56 RD 4C;01.10.2015;;ČR;CZ legacy
R1420710;R1 1-4x22 RD K-Dot;30.10.2015;;Slovensko;CZ legacy
R1428436;R1r 3-12x56 RD 4K;02.11.2015;;Slovensko;CZ legacy
R1501841;R1r 3-12x56 RD/MR 4C;18.11.2015;;ČR;CZ legacy
R0823686;2000 7x50 - 1;23.11.2015;;ČR;CZ legacy
141295;III 50;25.11.2015;;ČR;CZ legacy
130710;II 30;01.12.2015;;ČR;CZ legacy
R1421796;R2 2,5-15x56 RD/MR 4K;05.11.2015;;Slovensko;CZ legacy
R1517611;R1r 3-12x56 RD 4C;06.11.2015;;Slovensko;CZ legacy
R1511721;R2 2,5-15x56 RD 4C;02.12.2015;;ČR;CZ legacy
R1506433;R2 2-12x50 RD 4K;13.11.2015;;ČR;CZ legacy
R1428385;R1r 3-12x56 RD 4C;24.11.2015;;Slovensko;CZ legacy
R1408388;R1 1,5-6x42 RD 4C;07.12.2015;;ČR;CZ legacy
R1514671;R1r 3-12x56 RD 4C;08.12.2015;;ČR;CZ legacy
R1512131;ZD 6-24x56 RD Mil-Dot 2;08.12.2015;;ČR;CZ legacy
R1314268;2100 7x50 4C;30.11.2015;;Slovensko;CZ legacy
R1515104;R1r 3-12x56 RD 4C;10.12.2015;;ČR;CZ legacy
R1516245;R2 2-12x50 RD 4C;14.10.2015;;ČR;CZ legacy
R1512136;ZD 6-24x56 RD Mil-Dot 2;11.12.2015;;ČR;CZ legacy
R1504510;R1 7x56 RD 4C;09.12.2015;;ČR;CZ legacy
R1413745;2100 7x50 4C;12.10.2015;;ČR;CZ legacy
R0821166;2000 7x50 1S;28.11.2015;;ČR;CZ legacy
R1502203;ZD 6-24x56-Mil Dot 2;15.12.2015;;ČR;CZ legacy
R1409099;R2 2,5-15x56 RD 4C;17.12.2015;;ČR;CZ legacy
R1502608;R1r 3-12x56 RD 4C;07.12.2015;;Slovensko;CZ legacy
R1414358;R1r 3-12x56 RD - 4C;13.12.2015;;ČR;CZ legacy
R1422679;R2 1,7-10x42 RD - 4K;04.01.2016;;ČR;CZ legacy
R1416729;R1r 3-12x56 RGD;15.12.2015;;ČR;CZ legacy
R1514656;R1r 3-12x56 RD - 4C;21.12.2015;;ČR;CZ legacy
;;;;ČR;CZ legacy
R1427270;R2 1-6x24 RD 4C;29.10.2015;;ČR;CZ legacy
R1502506;R1r 3-12x56 RD 4C;20.10.2015;;Slovensko;CZ legacy
R1507068;R2 2,5-15x56 RD 4C;03.08.2015;;Slovensko;CZ legacy
R1425020;R2 1,7-10x42 RD 4K;10.12.2015;;ČR;CZ legacy
R1515701;R2 2-12x50 RD 4C;16.12.2015;;ČR;CZ legacy
R1504209;2100 7x50 4C;15.12.2015;;ČR;CZ legacy
R1510197;R1 7x56 RD 4C;21.12.2015;;Slovensko;CZ legacy
R1511219;R2 2,5-15x56 RD 4C;07.12.2015;;Slovensko;CZ legacy
R1307872;R1 1,5-6x42 RD - 4C;04.01.2016;;;CZ legacy
R1419233;R1r 3-12x56 RD - 4C;08.01.2016;;Slovensko;CZ legacy
R1516834;ZD 6-24x56 RD Mil-Dot 2;15.01.2016;;ČR;CZ legacy
R1416764;ZD 6-24x56 RD Mil-Dot 2;05.01.2016;;Slovensko;CZ legacy
R1502587;R1r 3-12x56 RD 4C;21.12.2015;;ČR;CZ legacy
R1425888;R2 2-12x50 RD 4C;01.09.2015;;ČR;CZ legacy
R1426496;R1r 3-12x56 RD 4C;22.12.2015;;ČR;CZ legacy
R1204217;2000 4x32 - Z;20.01.2016;;ČR;CZ legacy
R1428440;R1r 3-12x56 RD 4K;28.12.2015;;Slovensko;CZ legacy
R1428383;R1r 3-12x56 RD 4C;;;Slovensko;CZ legacy
R1514142;R2 2.5-15x56 RD - 4K;04.01.2016;;ČR;CZ legacy
R1517599;R1r 3-12x56 RD 4C;14.01.2016;;Slovensko;CZ legacy
R1517368;R2 2,5-15x56 RD 4C;28.01.2016;;ČR;CZ legacy
05120322;2000 3-12x50 - 4;21.01.2016;;ČR;CZ legacy
R1509460;R1r 3-12x56 RD 4K;29.01.2016;;ČR;CZ legacy
R1517738;R2 2,5-15x56 RD 4K;04.03.2016;;Slovensko;CZ legacy
R1503884;R1r 3-12x56 RD 4C;;;ČR;CZ legacy
R1420455;R1 1,5-6x42 RD 4C;22.01.2016;;ČR;CZ legacy
R1504319;R2 1,7-10x42 RD 4C;;;Francie;CZ legacy
R1520720;R2 2,5-15x56 RD 4C;12.03.2016;;ČR;CZ legacy
R1416931;R1r 3-12x56 RD 4C;20.10.2014;;Slovensko;CZ legacy
R1416980;R1r 3-12x56 RD 4C;26.10.2015;;Slovensko;CZ legacy
R1508480;R2 2,5-15x56 RD 4K;30.01.2016;;ČR;CZ legacy
R1516484;R1r 3-12x56 RD 4C;09.02.2016;;Slovensko;CZ legacy
R1418301;R1r 3-12x56 RD 4C;23.12.2015;;Slovensko;CZ legacy
R1428597;R1r 3-12x56 RD 4C;12.02.2016;;ČR;CZ legacy
R1514519;R1r 3-12x56 RD 4C;16.02.2016;;ČR;CZ legacy
R1517736;R2 2,5-15x56 RD 4K;12.03.2016;;ČR;CZ legacy
R1502537;R1r 3-12x56 RD 4C;23.02.2016;;ČR;CZ legacy
R1507984;R1r 3-12x56 RD 4K;25.02.2016;;Slovensko;CZ legacy
R1516216;R2 2-12x50 RD 4K;26.02.2016;;ČR;CZ legacy
R1419995;R1 1,5-6x42 RD - 4C;19.02.2016;;ČR;CZ legacy
R1519446;ZD 6-24x56 RD - Mil Dot 2 ;18.02.2016;;Slovensko;CZ legacy
R1514263;2100 7x50 4C;27.04.2016;;ČR;CZ legacy
R1413720;2100 7x50 4C;15.04.2016;;ČR;CZ legacy
R1506869;2100 7x50 4C;15.04.2016;;ČR;CZ legacy
R1506845;2100 7x50 4C;15.04.2016;;ČR;CZ legacy
R1517323;2100 7x50 4C;15.04.2016;;ČR;CZ legacy
R1517357;2100 7x50 4C;15.04.2016;;ČR;CZ legacy
160327;III 30;15.04.2016;;ČR;CZ legacy
R1605562;R1r 3-12x56 RD 4C;11.05.2016;;ČR;CZ legacy
R1607008;R2 1-6x24 RD K-Dot;25.5.2016;;;CZ legacy
R1517624;2100 3-12x50 4C;13.05.2016;;Slovensko;CZ legacy
R1307341;R1 3-10x50 - ZII;07.03.2016;;ČR;CZ legacy
R1521332;R2 2,5-15x56 RD 4K;15.04.2016;;Slovensko;CZ legacy
R1424989;R1 1-4x22 RD K-Dot;30.03.2016;;Slovensko;CZ legacy
110255;II 50;05.04.2016;;ČR;CZ legacy
R1522580;R1r 3-12x56 RD 4C;14.04.2016;;ČR;CZ legacy
R1601233;R1r 3-12x56 RD 4C;08.04.2016;;ČR;CZ legacy
R1516356;R2 1,7-10x42 RD 4K;05.04.2016;;ČR;CZ legacy
R1314278;2100 7x50 - 4C;29.04.2016;;Slovensko;CZ legacy
R1502687;R1r 3-12x56 RD - 4C;25.04.2016;;ČR;CZ legacy
R1314295;2100 7x50 - 4C;18.03.2016;;Slovensko;CZ legacy
R1407314;2100 7x50 - 4C;18.04.2016;;ČR;CZ legacy
R1520311;6-24x56 RD - Mil Dot 2;13.05.2016;;ČR;CZ legacy
R1521650;R2 2,5-15x56 RD/MR 4C;06.05.2016;;ČR;CZ legacy
R1504847;R1r 3-12x56 RD 4C;15.05.2016;;ČR;CZ legacy
R1605554;R1r 3-12x56 RD 4C;26.05.2016;;Slovensko;CZ legacy
R1422768;2100 7x50 4C;30.05.2016;;ČR;CZ legacy
R1521082;R2 2,5-15x56 RD 4K;22.05.2016;;ČR;CZ legacy
R1606311;R1 7x56 RD 4C;06.05.2016;;ČR;CZ legacy
R1517615;R1r 3-12x56 RD 4C;21.05.2016;;Slovensko;CZ legacy
R1605700;R1r 3-12x56 RD 4C;30.05.2016;;ČR;CZ legacy
R0812477;2000 1,5-6x42 - 1S;06.05.2016;;ČR;CZ legacy
R1602442;2100 7x50 - 4C;20.06.2016;;ČR;CZ legacy
R1603618;R2 1-6x24 RD K-Dot2;20.06.2016;;ČR;CZ legacy
160702;30;24.06.2016;;ČR;CZ legacy
R1313741;2000 6x42 - 1S;27.06.2016;;ČR;CZ legacy
R1407998;R1 1,5-6x42 RD 4C;10.05.2016;;Slovensko;CZ legacy
R1601203;R1r 3-12x56 RD 4C;28.05.2016;;ČR;CZ legacy
R1603458;R1r 3-12x56 RGD 4C;18.07.2016;;ČR;CZ legacy
R1522132;6-24x56 RD - MT;21.06.2016;;ČR;CZ legacy
R1602183;R2 1,7-10x42 RD 4K;15.06.2016;;ČR;CZ legacy
R1511355;R1 1-4x22 RD K-Dot;17.06.2016;;ČR;CZ legacy
R1514286;2100 7x50 4C;24.06.2016;;Slovensko;CZ legacy
R1518353;R1 7x56 RD 4C;22.06.2016;;ČR;CZ legacy
R1608188;R1r 3-12x56 RD 4C;18.07.2016;;ČR;CZ legacy
R1505020;R1r 3-12x56 RGD 4C;01.06.2016;;ČR;CZ legacy
R1423814;R1r 3-12x56 RGD 4C;23.06.2016;;Slovensko;CZ legacy
R1500963;R1r 3-12x56 RGD 4C;18.06.2016;;ČR;CZ legacy
R1321606;R1 7x56 RD 4C;29.06.2016;;Slovensko;CZ legacy
R1502557;R1r 3-12x56 RD 4C;27.07.2016;;ČR;CZ legacy
R1522869;R2 2,5-15x56 RD 4K;02.08.2016;;Slovensko;CZ legacy
R1307651;R1r 3-12x56 RD 4K;28.07.2016;;Slovensko;CZ legacy
R1608041;R2 2,5-15x56 RD 4C;01.09.2016;;ČR;CZ legacy
R1302569;2000 2-8x42 - 4;12.08.2016;;ČR;CZ legacy
R1603438;R1r 3-12x56 RGD 4C;01.08.2016;;ČR;CZ legacy
R1600160;R1r 3-12x56 RD 4C;09.08.2016;;ČR;CZ legacy
R1506860;2100 7x50 4C;12.08.2016;;Slovensko;CZ legacy
R1504521;R1 7x56;04.07.2016;;ČR;CZ legacy
R1501982;R1r 3-12x56 4;16.08.2016;;ČR;CZ legacy
R1606860;R1r 3-12x56 RD 4C;30.08.2016;;ČR;CZ legacy
R1601222;R1r 3-12x56 RD 4K;18.08.2016;;Slovensko;CZ legacy
R1521102;R2 2,5-15x56 RD 4K;05.09.2016;;ČR;CZ legacy
R1605452;R2 1-6x24 RD K-Dot 2;05.09.2016;;ČR;CZ legacy
R1514175;R2 2,5-15x56 RD 4C;06.01.2016;;ČR;CZ legacy
R1507298;R1r 3-12x56 RD 4C;21.9.2016;;Slovensko;CZ legacy
R1420384;R1 1,5-6x42 RD 4C;22.9.2016;;Slovensko;CZ legacy
160635;30;08.09.2016;;ČR;CZ legacy
R1518123;R1 1,5-6x42 RD 4C;04.10.2016;;ČŘ;CZ legacy
R1614073;R1r 3-12x56 RD 4C;21.10.2016;;ČR;CZ legacy
R1613116;R2 2,5-15x56 RD 4C;21.10.2016;;ČR;CZ legacy
R1313573;2100 3-12x50  RD 4C;07.10.2016;;Slovensko;CZ legacy
R1605181;6-24x56 RD MilDot2(MIL);06.10.2016;;Slovensko;CZ legacy
R1423820;R1r 3-12x56 RGD 4C;22.09.2016;;Slovensko;CZ legacy
R1612278;R1r 3-12x56 RD 4C;05.11.2016;;Slovensko;CZ legacy
160986;30;04.11.2016;;ČR;CZ legacy
R1220755;R1r 3-12x56 RD 4C jub.;28.06.2013;;ČR;CZ legacy
R1615341;R2 8x56 RD 4C;13.12.2016;;ČR;CZ legacy
R1616005;R2 2,5-15x56 RD 4C;05.01.2017;;ČR;CZ legacy
R1514849;R2 2,5-15x56 RD 4C;09.09.2016;;Slovensko;CZ legacy
R1514050;R2 2,5-15x56 RD 4C;19.10.2016;;ČR;CZ legacy
R1605721;R1r 3-12x56 RD;04.11.2016;;ČR;CZ legacy
R1605743;R1r 3-12x56 RD 4C;09.11.2016;;Slovensko;CZ legacy
R1422331;R1 1,5-6x42 RD 4C;14.11.2016;;ČR;CZ legacy
R1613965;R1r 3-12x56 RD 4C;19.11.2016;;Slovensko;CZ legacy
R1515328;R2 1-6x24 RD 4C;01.12.2016;;ČR;CZ legacy
R1617673;R1r 3-12x56 RD 4C;12.12.2016;;ČR;CZ legacy
R1615238;R2 8x56 RD 4C;18.12.2016;;ČR;CZ legacy
R1521207;R1r 3-12x56 RD/MR 4C;29.12.2016;;ČR;CZ legacy
R1604267;R1 7x56 RD 4C;13.01.2017;;ČR;CZ legacy
R1522218;R1 3-12x56 RD 4K;19.01.2017;;ČR;CZ legacy
R1608532;R2 1,7-10x42 RD 4K;24.01.2017;;ČR;CZ legacy
R1421482;R1 1,5-6x42 RD 4C;09.02.2017;;ČR;CZ legacy
R1515037;R1r 3-12x56 RD 4K;14.02.2017;;ČR;CZ legacy
R1610709;R2 2,5-15x56 RD 4C;20.02.2017;;ČR;CZ legacy
R1618686;R1r 3-12x56 RD 4C;24.02.2017;;SR;CZ legacy
R1619278;R2 2,5-15x56 RD 4K;13.12.2016;;ČR;CZ legacy
R1514848;R2 2,5-15x56 RD 4C;21.12.2016;;SR;CZ legacy
R1603246;R2 2-12x50 RD 4C;22.02.2017;;SR;CZ legacy
R1613974;R1r 3-12x56 RD 4C;24.02.2017;;ČR;CZ legacy
R1618658;R1r 3-12x56 RD 4C;09.03.2017;;ČR;CZ legacy
161736;III 30;17.01.2017;;ČR;CZ legacy
160399;30;11.01.2017;;ČR;CZ legacy
R1008885;2000 7x50 Z-Plex;05.02.2017;;ČR;CZ legacy
R1701191;6-24x56 RD MT308 (MIL);15.03.2017;;ČR;CZ legacy
R1702082;6-24x56 RD MT223 (MIL);15.03.2018;;ČR;CZ legacy
R1701103;1-4x22 RD K 5.56;29.03.2017;;ČR;CZ legacy
160983;30;29.03.2017;;ČR;CZ legacy
R1606319;R1 7x56 RD 4C;21.02.2017;;ČR;CZ legacy
R1621460;6-24x56 RD MilDot2(MIL);30.03.2017;;ČR;CZ legacy
R1013114;R1r 3-12x56 RD;11.04.2017;;;CZ legacy
R1418484;R1r 3-12x56 RD - 4C;12.9.2016;;SR;CZ legacy
R1619804;R2 1,7-10x42 RD 4C;23.3.2017;;ČR;CZ legacy
R1508402;R2 2,5-15x56 RD 4C;17.03.2017;;ČR;CZ legacy
R1221594;6-24x56 RD - Mil Dot 2 (MOA);15.10.2013;;ČR;CZ legacy
R1619463;R2 2-12x50 RD 4K;2017-04-01;;SR;CZ legacy
141335;ZD-RD/M-RAD/3-FL;2017-04-18;;ČR;CZ legacy
R1518850;R2 2,5-15x56 RD;2017-02-18;;ČR;CZ legacy
R1617746;R1r 3-12x56 RD 4C;2017-06-02;;SR;CZ legacy
R1700623;R1r 3-12x56 RD 4C;2017-04-13;;SR;CZ legacy
R1620475;R1r 3-12x56 RD 4C;2017-06-23;;SR;CZ legacy
R1502834;R1r 3-12x56 RD;2016-11-04;;ČR;CZ legacy
R1713261;R2 2,5-15x56 RD;2015-11-11;;ČR;CZ legacy
R1718482;R2 2,5-15x56 RD;2017-08-15;;SR;CZ legacy
R1713424;R2 2,5-15x56 RD/MR;2017-08-18;;ČR;CZ legacy
R1609625;6-24x56 RD / MIL-DOT;2016-03-30;;ČR;CZ legacy
R1609645;6-24x56 RD;2017-08-18;;ČR;CZ legacy
R1702517;R2 2,5-15x56 RD;2017-09-25;;ČR;CZ legacy
R1605252;6-24x56;2017-08-18;;ČR;CZ legacy
R1617710;R1r 3-12x56 RD/MR;2017-09-18;;SR;CZ legacy
R1516015;R2 2,5-15x56 RD;2017-05-28;;ČR;CZ legacy
R1404234;R1r 3-12x56 RD;2014-08-25;;;CZ legacy
R1721886;R2 2,5-15x56 RD;2017-05-17;;ČR;CZ legacy
R1719203;R2 2,5-15x56 RD;2017-10-25;;ČR;CZ legacy
R1713592;R1r 3-12x56 RD;2017-08-25;;SR;CZ legacy
R1615324;R2 8x56 RD;2017-08-11;;ČR;CZ legacy
R1718105;2100 7x50;2017-11-22;;SR;CZ legacy
R1421673;R2 1-6x24 RD/MR 4C;2017-11-02;;ČR;CZ legacy
R1728254;R1r 3-12x56 RD - 4K;2017-12-19;;ČR;CZ legacy
R1723258;R2 2,5-15x56 RD - 4C;2017-12-19;;ČR;CZ legacy
R1701386;R1r 3-12x56 RD;11.12.2017;;ČR;CZ legacy
R1730949;R1r 3-12x56 RD;2018-01-22;;ČR;CZ legacy
R1320214;R2 2,5-15x56 RD;2017-11-03;;ČR;CZ legacy
R1210633;R1 4-12x40;2018-01-25;;SR;CZ legacy
R1318653;2100 7x50 4C;2018-12-14;;ČR;CZ legacy
R1607745;R2 2,5-15x56 RD;2018-04-05;;ČR;CZ legacy
Ra850701;R2 2-12x50 RD;2018-04-24;;SR;CZ legacy
R1417308;R2 1-6x24 RD/MR;2018-01-09;;ČR;CZ legacy
R1701414;R1r 3-12x56 RD;2018-01-14;;ČR;CZ legacy
R0607873;R1 4-16x44;2018-05-04;;ČR;CZ legacy
R1609438;6-24x56 RD;2017-02-20;;ČR;CZ legacy
R1607576;6-24x56 RD;2017-02-20;;ČR;CZ legacy
R1609364;6-24x56 RD;2017-02-20;;ČR;CZ legacy
R1521957;6-24x56 RD;2017-02-20;;ČR;CZ legacy
R1800408;R1r 3-12x56 RGD;2018-04-25;;ČR;CZ legacy
R1615324;R2 8x56 RD;2017-08-11;;ČR;CZ legacy
R17310078;R1r 3-12x56 RD;2018-05-25;;ČR;CZ legacy
R1510843;R1r 3-12x56 RD;2018-05-11;;SR;CZ legacy
R1619752;6-24x56 RD ;2018-07-12;;ČR;CZ legacy
R1727961;R1r 3-12x56 RD;2018-04-19;;SR;CZ legacy
R1731029;R1r 3-12x56 RD;2018-07-11;;SR;CZ legacy
R1724818;1,5-6x24 RD;2018-07-26;;ČR;CZ legacy
R1119963;2000 7x50;2018-08-01;;SR;CZ legacy
R1806608;R2 2,5-15x56 RD;2018-06-28;;ČR;CZ legacy
R1718247;R1r 3-12x56 RD;2018-09-03;;SR;CZ legacy
R1709681;R2 2,5-15x56 RD;2018-08-29;;ČR;CZ legacy
S1700236;S2 - 82 HD;2018-08-29;;ČR;CZ legacy
R1718313;R1r 3-12x56 RGD;2018-07-21;;SR;CZ legacy
R1702588;R2 2,5-15x56 RD;;;ČR;CZ legacy
R1608015;R2 2,5-15x56 RD;;;ČR;CZ legacy
R1610782;R2 8x56 RD;;;ČR;CZ legacy
R1707110;R1r 3-12x56 RD;2018-08-16;;SR;CZ legacy
R1718530;R2 2,5-15x56 RD;2018-10-03;;ČR;CZ legacy
R1616035;R2 2,5-15x56 RD;2018-12-04;;SR;CZ legacy
R1727878;3-10x50 ;;;ČR;CZ legacy
R1728949;R2 2,5-15x56 RD;2019-01-21;;SR;CZ legacy
R1801193;R2 2,5-15x56 RD;2019-01-22;;SR;CZ legacy
R1729287;R2 2-12x50 RD;2018-11-01;;ČR;CZ legacy
R1615200;8x56 RD;2019-01-10;;ČR;CZ legacy
161472;;2019-01-25;;ČR;CZ legacy
R1729502;2-12x50RD;2019-03-01;;ČR;CZ legacy
R1723657;R1r 3-12x56 RD;2019-03-01;;ČR;CZ legacy
R1805522;R2 2,5-15x56 RD;2019-04-26;;SR;CZ legacy
R1800959;R2 2-12x50 RD;2019-06-07;;39002;CZ legacy
R1809579;R1r 3-12x56 RD;2019-06-06;;SR;CZ legacy
R1808475;R1r 3-12x56 RD;2019-05-15;;SR;CZ legacy
R1901886;R2 2,5-15x56 RD;2019-07-08;;SR;CZ legacy
R1806810;6-24x56 RD;2019-05-24;;ČR;CZ legacy
R1615738;2100 7x50;2019-08-19;;ČR;CZ legacy
R1901017;R2 2,5-15x56 RD;2019-09-24;;ČR;CZ legacy
