serial_number;product_model;purchase_date;registration_date;country;source_note
R1116458;R1r, 4C;2011-11-18;;ČR;CZ legacy
092224;30;2011-12-13;;ČR;CZ legacy
10661;3-9x42;2011-12-09;;ČR;CZ legacy
113766;B1 8x56;2011-12-14;;ČR;CZ legacy
R1116205;R1r 3-12x56 RD;2011-12-09;;ČR;CZ legacy
R1115172;R1r 3-12x56 RD;2011-11-23;;ČR;CZ legacy
R1113499;;2011-11-21;;ČR;CZ legacy
R1104298;2100;2011-12-02;;ČR;CZ legacy
R1113561;R1r 3-12x56 RD;2011-12-03;;ČR;CZ legacy
;;;;;
;;;;;
;;;;;
